date,btc_p,ltc_p,eth_p,xrp_p,doge_p,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price,LIBOR,eonia,fed_rate
14/02/2018,8517.7,158.82,839.52,1.14162004,0.00673031,0.7144,-0.75%,0.8032,-0.79%,6.3482,0.11%,107.02,-0.75%,60.7,62.29,1330.75,16.878,2.7331,1.44375,-0.364,1.42
15/02/2018,9489.7,212.79,920.55,1.146860003,0.00734731,0.7093,-0.71%,0.7996,-0.45%,6.3482,0.00%,106.12,-0.84%,61.48,62.86,1353.7,16.796,2.6915,1.44375,-0.363,1.42
16/02/2018,10044.4,222.65,929.03,1.138030052,0.00703369,0.7121,0.39%,0.8061,0.81%,6.3482,0.00%,106.31,0.18%,61.89,64.3,1358.6,16.712,2.7331,1.445,-0.366,1.42
20/02/2018,11165.1,222.67,940.64,1.089460015,0.00709445,0.7145,0.07%,0.8105,0.56%,6.3482,0.00%,107.33,0.68%,61.91,64.68,1337.4,16.438,2.6248,1.445,-0.369,1.42
21/02/2018,11242.3,228.73,882.61,1.015390038,0.00658094,0.7185,0.56%,0.8141,0.44%,6.3482,0.00%,107.78,0.42%,61.73,64.81,1328.6,16.617,2.6081,1.445,-0.368,1.42
22/02/2018,10468.1,210.36,840.35,0.941788018,0.00625877,0.7163,-0.31%,0.811,-0.38%,6.35,0.03%,106.75,-0.96%,62.72,66.12,1323.5,16.587,2.5748,1.44438,-0.369,1.42
23/02/2018,9840.2,193.24,804.27,0.998854995,0.00664789,0.7159,-0.06%,0.8135,0.31%,6.3373,-0.20%,106.89,0.13%,63.52,67.04,1328.9,16.497,2.5915,1.44813,-0.368,1.42
26/02/2018,9580.0,218.27,840.0,0.956858993,0.00633892,0.7159,0.00%,0.8119,-0.20%,6.316,-0.34%,106.94,0.05%,63.81,67.96,1339.05,16.5788,2.7498,1.4475,-0.37,1.42
27/02/2018,10321.8,218.78,865.37,0.947305024,0.00629111,0.719,0.43%,0.8175,0.69%,6.317,0.02%,107.33,0.36%,62.94,67.59,1332.75,16.3988,2.6831,1.4475,-0.361,1.42
28/02/2018,10555.0,215.0,871.14,0.904582977,0.00601827,0.7267,1.07%,0.82,0.31%,6.3311,0.22%,106.67,-0.61%,61.43,66.08,1320.3,16.3904,2.5581,1.4425,-0.351,1.35
01/03/2018,10309.9,201.84,850.1,3.105370045,0.00931969,0.7259,-0.11%,0.8152,-0.59%,6.3582,0.43%,106.24,-0.40%,60.98,64.23,1311.25,16.276,2.4415,1.43875,-0.356,1.42
05/03/2018,11505.6,213.7,864.9,0.884465992,0.00564099,0.722,-0.33%,0.8106,-0.15%,6.3495,0.06%,106.2,0.43%,62.49,65.78,1326.3,16.412,2.3082,1.70438,-0.359,1.7
07/03/2018,10731.5,195.9,815.81,0.485222995,0.00263802,0.7194,-0.08%,0.8057,-0.06%,6.3255,0.25%,106.08,-0.04%,61.09,65.09,1332.5,16.494,2.2748,1.92813,-0.364,1.91
08/03/2018,9903.0,185.45,750.0,0.440571,0.00291776,0.724,0.64%,0.8122,0.81%,6.3422,0.26%,106.2,0.11%,60.13,63.87,1325.4,16.5,2.1582,1.915,-0.355,1.91
12/03/2018,9526.2,188.36,719.11,0.348754393,0.002371316,0.7191,-0.42%,0.8107,-0.22%,6.33,-0.04%,106.42,-0.36%,61.35,64.53,1317.25,16.536,2.2582,2.18188,-0.355,2.19
13/03/2018,9102.8,177.66,694.72,0.789710999,0.0039602,0.7163,-0.39%,0.8071,-0.44%,6.3216,-0.13%,106.58,0.15%,60.69,64.2,1318.7,16.627,2.2332,1.445,-0.364,1.42
14/03/2018,9141.3,175.35,687.3,0.701901972,0.00352358,0.7163,0.00%,0.8086,0.19%,6.318,-0.06%,106.33,-0.23%,60.89,63.61,1324.95,16.537,2.2165,1.445,-0.363,1.42
15/03/2018,8174.2,160.24,610.89,0.697269022,0.00353589,0.7175,0.17%,0.8127,0.51%,6.3221,0.06%,106.34,0.01%,61.16,63.67,1323.35,16.422,2.1248,1.445,-0.366,1.43
16/03/2018,8249.2,163.48,609.0,0.689260006,0.00351046,0.7174,-0.01%,0.8137,0.12%,6.335,0.20%,106.02,-0.30%,62.29,64.68,1320.05,16.272,2.1165,1.44625,-0.366,1.43
19/03/2018,8183.2,153.24,535.19,0.749080002,0.00344003,0.713,-0.61%,0.8107,-0.37%,6.3322,-0.04%,106.09,0.07%,62.01,64.82,1311.7,16.325,2.0498,1.4475,-0.368,1.43
20/03/2018,8610.2,161.23,554.98,0.709807992,0.00365083,0.7144,0.20%,0.8168,0.75%,6.334,0.03%,106.53,0.41%,63.37,66.0,1312.75,16.185,2.0665,1.4475,-0.368,1.44
21/03/2018,8912.0,168.73,557.5,0.693664014,0.00365858,0.7072,-1.01%,0.8105,-0.77%,6.3232,-0.17%,106.06,-0.44%,65.1,68.15,1316.35,16.419,2.2165,1.44875,-0.367,1.44
22/03/2018,8880.3,168.67,559.74,0.662742972,0.00352812,0.7094,0.31%,0.8128,0.28%,6.335,0.19%,105.28,-0.74%,64.25,68.98,1328.85,16.387,2.1498,1.6975,-0.368,1.68
23/03/2018,8711.5,163.34,539.94,0.643173993,0.00355964,0.7076,-0.25%,0.8095,-0.41%,6.316,-0.30%,104.74,-0.51%,65.8,69.03,1342.35,16.582,2.0915,1.6975,-0.366,1.68
26/03/2018,8444.4,160.14,522.75,0.599462986,0.00328937,0.7028,-0.68%,0.8037,-0.72%,6.2734,-0.67%,105.41,0.64%,65.49,68.81,1348.4,16.684,2.1248,1.6975,-0.367,1.68
27/03/2018,8137.8,148.1,485.66,0.57791698,0.00314489,0.7064,0.51%,0.8063,0.32%,6.2831,0.15%,105.34,-0.07%,65.21,68.63,1350.65,16.541,2.0748,1.6975,-0.368,1.68
28/03/2018,7786.7,134.62,447.4,0.578001976,0.00314063,0.7104,0.57%,0.8125,0.77%,6.2979,0.24%,106.86,1.44%,64.3,68.13,1341.05,16.253,2.0498,1.69875,-0.365,1.68
29/03/2018,7943.3,131.54,445.61,0.511511028,0.00282662,0.7135,0.44%,0.8129,0.05%,6.2898,-0.13%,106.43,-0.40%,64.87,69.02,1323.9,16.268,2.1915,1.69688,-0.348,1.68
04/04/2018,7414.8,133.87,415.84,0.501631021,0.00277028,0.7101,-0.17%,0.8145,-0.05%,6.3052,0.24%,106.78,0.16%,63.35,66.04,1343.15,16.254,2.1165,1.70188,-0.363,1.69
05/04/2018,6790.4,118.29,377.95,0.895442009,0.00526854,0.7141,0.56%,0.817,0.31%,6.3052,0.00%,107.38,0.56%,63.53,66.54,1327.05,16.355,2.1832,1.70563,-0.36,1.7
06/04/2018,6763.5,118.39,380.69,0.661424994,0.00353221,0.7096,-0.63%,0.8142,-0.34%,6.3052,0.00%,106.93,-0.42%,62.03,66.51,1325.6,16.362,2.0998,1.712,-0.356,1.7
09/04/2018,7014.5,117.75,399.99,0.331652,0.00526867,0.7077,-0.27%,0.8116,-0.32%,6.307,0.03%,106.77,-0.15%,63.4,68.19,1328.5,16.529,2.0332,1.91363,-0.353,1.92
10/04/2018,6773.4,114.85,398.44,0.526606,0.00564533,0.7055,-0.31%,0.8094,-0.27%,6.2832,-0.38%,107.2,0.40%,65.48,70.67,1335.95,16.596,2.0498,2.16525,-0.364,2.18
12/04/2018,6940.9,117.97,430.13,0.35223131,0.002195827,0.7028,-0.37%,0.8113,0.33%,6.2915,0.36%,107.33,0.50%,67.07,71.44,1345.9,16.473,2.1582,2.17613,-0.369,2.2
13/04/2018,7919.9,129.9,494.03,0.638086975,0.00399488,0.7022,-0.09%,0.8109,-0.05%,6.275,-0.26%,107.34,0.01%,67.35,73.18,1340.75,16.658,2.1082,1.70188,-0.364,1.69
16/04/2018,8363.3,132.84,535.0,0.663296998,0.00458453,0.6975,-0.67%,0.8078,-0.38%,6.2765,0.02%,107.11,-0.21%,66.23,72.05,1344.4,16.677,2.0748,1.70125,-0.367,1.69
17/04/2018,8057.1,128.77,511.63,0.65693301,0.00474354,0.6999,0.34%,0.8084,0.07%,6.2826,0.10%,107.0,-0.10%,66.5,71.71,1342.95,16.787,2.1165,1.70375,-0.368,1.69
18/04/2018,7893.1,132.59,502.24,0.708931983,0.00541207,0.7041,0.60%,0.8082,-0.02%,6.2744,-0.13%,107.23,0.21%,68.44,73.73,1346.55,17.248,2.2748,1.705,-0.368,1.69
19/04/2018,8170.0,140.21,525.76,0.791975975,0.00582386,0.7097,0.80%,0.8099,0.21%,6.2791,0.07%,107.38,0.14%,68.3,74.85,1347.9,17.239,2.2832,1.70313,-0.368,1.69
20/04/2018,8275.7,146.53,566.37,0.924465001,0.00589264,0.714,0.61%,0.8138,0.48%,6.2965,0.28%,107.67,0.27%,68.26,74.62,1340.15,17.163,2.2082,1.70313,-0.368,1.7
23/04/2018,8811.8,146.72,622.06,0.876657009,0.00548175,0.7173,0.46%,0.819,0.64%,6.3171,0.33%,108.71,0.97%,67.61,74.54,1328.0,16.587,2.1915,1.70313,-0.368,1.7
24/04/2018,8954.1,152.43,646.3,0.934781015,0.00580015,0.7155,-0.25%,0.8175,-0.18%,6.3065,-0.17%,108.82,0.10%,67.66,75.86,1327.35,16.703,2.1915,1.70313,-0.367,1.7
25/04/2018,9652.2,165.27,704.0,0.800607026,0.00509312,0.7178,0.32%,0.8223,0.59%,6.3266,0.32%,109.42,0.55%,68,73.79,1325.7,16.517,2.1582,1.70313,-0.366,1.7
26/04/2018,8855.7,144.63,616.98,0.852414012,0.00562661,0.7183,0.07%,0.8263,0.49%,6.3365,0.16%,109.31,-0.10%,68.18,75.39,1321.9,16.5214,2.1998,1.70313,-0.367,1.7
27/04/2018,9291.4,153.53,662.82,0.813884974,0.00542153,0.7257,1.03%,0.8244,-0.23%,6.3332,-0.05%,109.05,-0.24%,68.11,75.33,1317.7,16.4606,2.1332,1.70438,-0.367,1.7
30/04/2018,9411.2,153.44,689.49,0.837938011,0.00521043,0.7261,0.06%,0.8279,0.42%,6.3332,0.00%,109.33,0.26%,68.56,75.92,1316.25,16.3832,2.0915,1.70369,-0.355,1.69
01/05/2018,9243.2,148.38,669.9,3.048710108,0.0121671,0.7346,1.17%,0.8338,0.71%,6.3332,0.00%,109.86,0.48%,67.28,74.85,1309.2,16.127,2.0832,1.4375,-0.357,1.42
02/05/2018,9081.3,148.34,670.69,0.691798985,0.0035332,0.7363,0.23%,0.8367,0.35%,6.3624,0.46%,109.84,-0.02%,67.91,73.14,1310.75,16.375,2.0832,1.43938,-0.366,1.42
03/05/2018,9217.1,151.5,687.02,0.95936799,0.00521754,0.7366,0.04%,0.8341,-0.31%,6.3537,-0.14%,109.19,-0.59%,68.45,73.45,1313.3,16.447,2.0248,1.4475,-0.362,1.42
04/05/2018,9735.9,161.39,776.79,0.495801002,0.00271357,0.7389,0.31%,0.8361,0.24%,6.3627,0.14%,109.12,-0.06%,69.71,74.75,1309.35,16.519,2.0415,1.70313,-0.367,1.69
09/05/2018,9172.7,158.8,748.38,0.283601,0.00493072,0.7382,0.01%,0.8438,0.12%,6.3624,-0.13%,109.75,0.58%,71.16,77.6,1306.85,16.539,1.9915,1.91875,-0.356,1.92
10/05/2018,9305.4,156.45,750.1,0.519026,0.00566891,0.7397,0.20%,0.8393,-0.53%,6.3492,-0.21%,109.39,-0.33%,71.36,77.59,1314.8,16.759,2.0832,2.17175,-0.362,2.18
11/05/2018,9011.0,148.18,724.0,0.497412,0.00362222,0.7383,-0.19%,0.8373,-0.24%,6.3341,-0.24%,109.39,0.00%,70.69,77.37,1324.8,16.752,2.1082,2.17525,-0.362,2.2
14/05/2018,8698.2,144.34,729.79,0.740898013,0.00445996,0.7377,-0.08%,0.8385,0.14%,6.3392,0.08%,109.66,0.25%,71.01,78.17,1320.7,16.645,2.1748,1.705,-0.36,1.7
15/05/2018,8660.8,147.45,727.39,0.698588014,0.00451504,0.7403,0.35%,0.8448,0.75%,6.3778,0.61%,110.35,0.63%,71.34,78.94,1310.05,16.269,2.1332,1.705,-0.361,1.7
16/05/2018,8462.8,139.19,704.6,0.714080989,0.00438535,0.7414,0.15%,0.8469,0.25%,6.3715,-0.10%,110.39,0.04%,71.43,78.19,1291.75,16.371,2.1748,1.70538,-0.369,1.7
17/05/2018,8345.8,139.2,706.01,0.667309999,0.00418828,0.7399,-0.20%,0.8478,0.11%,6.3671,-0.07%,110.77,0.34%,71.47,80.09,1288.85,16.481,2.0998,1.706,-0.365,1.7
18/05/2018,8063.4,132.14,667.3,0.680293977,0.00401709,0.7422,0.31%,0.8491,0.15%,6.38,0.20%,110.75,-0.02%,71.23,78.38,1287.2,16.455,2.0498,1.70725,-0.371,1.7
21/05/2018,8518.9,140.1,715.65,0.681586981,0.00427093,0.7446,0.32%,0.8481,-0.12%,6.3835,0.05%,111.06,0.28%,72.26,78.34,1285.85,16.52,2.0415,1.706,-0.366,1.7
22/05/2018,8390.8,134.18,696.68,0.645567,0.00385106,0.7443,-0.04%,0.8489,0.09%,6.3675,-0.25%,110.89,-0.15%,72.09,80.42,1293.9,16.575,2.0915,1.7085,-0.364,1.7
23/05/2018,7989.1,128.24,641.47,0.599593997,0.00359065,0.7493,0.67%,0.855,0.72%,6.3885,0.33%,110.08,-0.73%,71.85,78.69,1294.0,16.405,1.9998,1.70788,-0.365,1.7
24/05/2018,7500.3,118.61,577.15,0.631996989,0.00349918,0.7473,-0.27%,0.8532,-0.21%,6.3783,-0.16%,109.25,-0.75%,70.77,78.9,1296.35,16.687,1.9665,1.7085,-0.364,1.7
25/05/2018,7572.0,122.65,601.87,0.611001015,0.00351419,0.7514,0.55%,0.8582,0.59%,6.3918,0.21%,109.39,0.13%,67.92,76.6,1303.95,16.546,1.8582,1.70725,-0.366,1.7
29/05/2018,7102.6,111.11,511.88,0.601240993,0.00343657,0.7546,0.47%,0.8666,0.73%,6.4176,0.29%,108.77,-0.59%,66.8,74.51,1302.05,16.373,1.6999,1.7085,-0.363,1.7
30/05/2018,7462.6,119.26,566.5,0.60581702,0.00335353,0.7523,-0.30%,0.8575,-1.05%,6.419,0.02%,108.91,0.13%,68.24,75.89,1298.6,16.544,1.6915,1.71163,-0.357,1.7
31/05/2018,7374.9,117.2,556.38,0.612622023,0.00339807,0.7519,-0.05%,0.8552,-0.27%,6.4103,-0.14%,108.82,-0.08%,66.98,76.45,1303.5,16.458,1.6832,1.71163,-0.353,1.7
04/06/2018,7716.8,125.2,619.0,0.476431012,0.00267001,0.7512,0.28%,0.8548,-0.33%,6.41,-0.16%,109.81,0.24%,64.76,73.41,1294.65,16.431,1.9832,1.70313,-0.368,1.69
06/06/2018,7622.0,122.0,608.05,0.674796999,0.00378681,0.7456,-0.11%,0.8494,-0.47%,6.3884,-0.28%,110.17,0.34%,64.75,73.23,1295.25,16.694,1.8832,1.7135,-0.357,1.7
07/06/2018,7659.8,121.34,605.61,0.479151011,0.00259658,0.745,-0.08%,0.8476,-0.21%,6.3921,0.06%,109.7,-0.43%,65.96,75.23,1298.3,16.815,1.7999,1.92563,-0.362,1.91
08/06/2018,7679.4,121.27,602.99,0.414081,0.00277911,0.7456,0.08%,0.8498,0.26%,6.4066,0.23%,109.55,-0.14%,65.77,75.11,1299.2,16.741,1.8332,1.92,-0.361,1.91
11/06/2018,6767.9,106.35,525.0,0.54908,0.00369623,0.7477,0.28%,0.8487,-0.13%,6.4017,-0.08%,110.03,0.44%,66.1,74.58,1296.05,16.952,1.7915,2.17663,-0.362,2.2
12/06/2018,6877.0,107.07,530.59,0.3109364,0.002097142,0.7478,0.01%,0.8515,0.33%,6.4028,0.02%,110.38,0.32%,66.38,74.86,1298.3,16.891,1.9082,2.18238,-0.359,2.2
13/06/2018,6547.2,99.94,495.0,0.534663022,0.00281681,0.7476,-0.03%,0.8481,-0.40%,6.3984,-0.07%,110.34,-0.04%,66.63,75.07,1294.4,16.991,1.8915,1.71263,-0.362,1.7
14/06/2018,6294.2,93.59,475.87,0.561306,0.00294403,0.754,0.86%,0.8643,1.91%,6.4017,0.05%,110.63,0.26%,66.91,74.77,1305.3,17.262,1.7915,1.93563,-0.364,1.9
15/06/2018,6640.7,100.89,519.46,0.537706971,0.00290099,0.7527,-0.17%,0.8614,-0.34%,6.4394,0.59%,110.67,0.04%,65.01,72.02,1300.1,16.48,1.7415,1.92563,-0.365,1.9
18/06/2018,6440.8,94.93,495.03,0.537495017,0.0030275,0.755,0.31%,0.8603,-0.13%,6.4394,0.00%,110.55,-0.11%,65.91,74.87,1281.25,16.44,1.7499,1.9255,-0.365,1.9
19/06/2018,6706.6,98.77,517.45,0.549620986,0.00303335,0.7587,0.49%,0.8629,0.30%,6.4852,0.71%,110.06,-0.44%,65.09,74.92,1279.0,16.323,1.7665,1.92888,-0.363,1.91
20/06/2018,6740.2,98.6,537.95,0.539286017,0.00302053,0.7591,0.05%,0.8641,0.14%,6.4738,-0.18%,110.36,0.27%,65.92,74.25,1273.25,16.309,1.7749,1.93038,-0.364,1.92
21/06/2018,6755.4,97.82,535.99,0.534775019,0.00298777,0.7546,-0.59%,0.8619,-0.25%,6.4932,0.30%,110.0,-0.33%,65.68,72.87,1263.7,16.326,1.6749,1.92788,-0.365,1.92
22/06/2018,6716.1,96.61,525.37,0.486947,0.00266752,0.7536,-0.13%,0.8579,-0.46%,6.5059,0.20%,109.97,-0.03%,69.02,73.67,1269.7,16.459,1.7249,1.928,-0.364,1.92
25/06/2018,6150.1,80.53,454.74,0.481752992,0.00248536,0.7532,-0.05%,0.8545,-0.40%,6.54,0.52%,109.78,-0.17%,69.91,72.82,1269.8,16.328,1.6832,1.93163,-0.363,1.92
26/06/2018,6245.5,81.51,458.82,0.456001014,0.00247793,0.756,0.37%,0.8586,0.48%,6.5793,0.60%,110.06,0.26%,75.23,73.58,1257.15,16.2662,1.6415,1.935,-0.364,1.92
27/06/2018,6081.3,75.65,430.2,0.470369995,0.0024373,0.7627,0.89%,0.8656,0.82%,6.6046,0.38%,110.26,0.18%,77.41,76.09,1256.8,16.1854,1.5915,1.93375,-0.368,1.91
28/06/2018,6134.2,80.78,441.53,0.448457986,0.00235693,0.7647,0.26%,0.8643,-0.15%,6.6271,0.34%,110.5,0.22%,73.45,76.26,1250.5,16.005,1.6332,1.93325,-0.366,1.91
29/06/2018,5858.6,74.11,419.5,0.453079998,0.00242718,0.7571,-0.99%,0.8558,-0.98%,6.621,-0.09%,110.68,0.16%,74.13,77.44,1250.55,16.1792,1.6832,1.93538,-0.358,1.91
02/07/2018,6345.8,79.82,451.86,0.723895013,0.00429693,0.7609,0.50%,0.8591,0.39%,6.668,0.71%,110.89,0.19%,73.89,76.71,1249.0,15.835,1.6415,1.43875,-0.365,1.42
03/07/2018,6617.7,85.39,476.52,0.871209979,0.00402424,0.758,-0.38%,0.8579,-0.14%,6.6425,-0.38%,110.59,-0.27%,74.19,75.87,1245.85,16.043,1.6832,1.44688,-0.363,1.42
06/07/2018,6530.0,83.21,467.35,0.678128004,0.0037318,0.7527,-0.44%,0.8512,-0.49%,6.6435,0.10%,110.46,-0.14%,73.78,74.98,1254.2,16.069,1.7082,1.71438,-0.356,1.7
09/07/2018,6704.7,82.22,486.7,0.291435,0.00530727,0.7542,0.20%,0.8509,-0.04%,6.6161,-0.41%,110.85,0.35%,73.93,77.08,1262.6,16.139,1.7665,1.91875,-0.361,1.92
11/07/2018,6304.6,75.97,432.82,0.535707,0.00363745,0.7572,0.53%,0.8567,0.61%,6.6812,0.78%,112.02,0.92%,70.47,75.35,1250.0,15.817,1.6165,2.17725,-0.362,2.2
12/07/2018,6377.9,78.1,444.67,0.301997459,0.002104043,0.7572,0.00%,0.8567,0.00%,6.6677,-0.20%,112.56,0.48%,70.28,72.11,1244.85,15.977,1.7082,2.18088,-0.359,2.19
13/07/2018,6242.5,76.85,430.45,0.438740999,0.0023325,0.7556,-0.21%,0.8558,-0.11%,6.6917,0.36%,112.38,-0.16%,71.03,74.11,1240.5,15.815,1.7082,1.91763,-0.362,1.91
16/07/2018,6337.4,78.48,448.66,0.483401,0.00285449,0.7556,0.00%,0.8539,-0.22%,6.6911,-0.01%,112.3,-0.07%,68.22,71.03,1244.9,15.812,1.6915,1.91263,-0.364,1.91
17/07/2018,6727.0,83.95,478.28,0.505586982,0.00322786,0.7625,0.91%,0.8576,0.43%,6.7065,0.23%,112.87,0.51%,68.03,70.87,1243.65,15.617,1.7749,1.91825,-0.365,1.91
18/07/2018,7316.9,88.83,499.3,0.486389011,0.00371242,0.765,0.33%,0.8592,0.19%,6.7196,0.20%,112.86,-0.01%,68.78,70.52,1223.45,15.574,1.7415,1.91325,-0.366,1.91
19/07/2018,7379.9,86.23,479.34,0.476433009,0.00384387,0.7684,0.44%,0.8589,-0.03%,6.7751,0.83%,112.47,-0.35%,69.42,71.94,1217.4,15.402,1.6999,1.91225,-0.366,1.91
20/07/2018,7472.3,86.1,468.45,0.446994007,0.00341,0.7614,-0.91%,0.8532,-0.66%,6.7709,-0.06%,111.41,-0.94%,70.31,71.99,1224.85,15.549,1.7749,1.9135,-0.367,1.91
23/07/2018,7401.1,82.33,457.34,0.445275992,0.003431,0.7632,0.24%,0.8552,0.23%,6.7929,0.32%,111.34,-0.06%,67.9,73.45,1229.45,15.425,1.7665,1.91838,-0.366,1.91
24/07/2018,7720.0,81.47,449.38,0.457623005,0.00361951,0.7608,-0.31%,0.8558,0.07%,6.7914,-0.02%,111.2,-0.13%,70.77,73.53,1224.3,15.52,1.9082,1.91413,-0.366,1.91
25/07/2018,8389.3,89.24,480.32,0.459829003,0.00354272,0.7582,-0.34%,0.8527,-0.36%,6.7697,-0.32%,110.97,-0.21%,71.13,73.67,1230.55,15.589,1.9332,1.91488,-0.365,1.91
26/07/2018,8166.0,86.22,471.3,0.449919999,0.00339319,0.7629,0.62%,0.8589,0.73%,6.7927,0.34%,111.22,0.23%,71.59,74.51,1228.35,15.495,1.8832,1.91725,-0.366,1.91
27/07/2018,7929.2,83.56,462.11,0.453635007,0.00341764,0.7627,-0.03%,0.8579,-0.12%,6.8137,0.31%,111.05,-0.15%,68.66,74.84,1219.15,15.493,2.0415,1.91163,-0.366,1.91
30/07/2018,8213.5,83.91,466.68,0.446107,0.00327264,0.7615,-0.16%,0.8542,-0.43%,6.815,0.02%,111.07,0.02%,71.19,74.99,1222.05,15.537,2.0082,1.916,-0.363,1.91
31/07/2018,8172.3,82.27,456.29,0.435225,0.00294472,0.7619,0.05%,0.8554,0.14%,6.8127,-0.03%,111.88,0.73%,69.88,74.16,1219.2,15.559,1.9915,1.91538,-0.358,1.91
01/08/2018,7726.0,78.75,431.59,2.456209898,0.015045,0.7619,0.00%,0.8577,0.27%,6.8227,0.15%,111.72,-0.14%,68.8,72.28,1222.75,15.452,2.0082,1.4375,-0.357,1.42
02/08/2018,7604.1,77.48,419.82,0.805262983,0.00456612,0.7681,0.81%,0.8632,0.64%,6.8428,0.29%,111.66,-0.05%,68.95,72.95,1217.6,15.385,2.0665,1.43875,-0.363,1.42
03/08/2018,7534.8,76.12,410.64,0.825856984,0.00402491,0.7688,0.09%,0.8645,0.15%,6.8332,-0.14%,111.27,-0.35%,68.49,72.48,1207.7,15.462,2.1165,1.44688,-0.361,1.42
06/08/2018,7026.9,74.56,408.68,0.67434299,0.00365863,0.7725,0.48%,0.8656,0.13%,6.8535,0.30%,111.41,0.13%,69.01,72.51,1212.0,15.348,2.0915,1.715,-0.357,1.7
08/08/2018,6717.8,67.34,377.85,0.331944,0.00241452,0.7763,0.44%,0.8612,-0.10%,6.8357,0.06%,110.98,-0.37%,66.92,70.71,1212.35,15.432,2.0748,1.91625,-0.357,1.91
13/08/2018,6312.1,59.32,318.12,0.277466,0.0023314,0.7832,0.00%,0.8765,0.02%,6.8912,0.64%,110.73,-0.19%,67.25,70.62,1204.4,14.982,1.9915,1.9125,-0.357,1.91
14/08/2018,6250.0,56.5,283.88,0.274272,0.00226024,0.7859,0.34%,0.8815,0.57%,6.8842,-0.10%,111.16,0.39%,67.04,70.77,1195.3,15.053,2.0332,1.91325,-0.359,1.91
15/08/2018,6196.8,54.35,278.2,0.282005,0.0023033,0.7875,0.20%,0.8814,-0.01%,6.9347,0.73%,110.75,-0.37%,65.07,68.38,1186.7,14.454,1.8749,1.91375,-0.362,1.91
16/08/2018,6269.5,54.32,281.25,0.292436,0.00229167,0.7862,-0.17%,0.879,-0.27%,6.8825,-0.75%,110.89,0.13%,65.44,69.21,1179.65,14.713,1.8832,1.92,-0.359,1.92
17/08/2018,6316.0,55.32,286.68,0.366676,0.00245482,0.7842,-0.25%,0.8743,-0.53%,6.8775,-0.07%,110.5,-0.35%,65.93,70.14,1176.7,14.631,1.8915,1.91688,-0.36,1.92
20/08/2018,6477.6,57.86,299.47,0.319283,0.00236862,0.7814,-0.36%,0.871,-0.38%,6.8577,-0.29%,110.07,-0.39%,66.5,71.11,1188.75,14.67,1.9332,1.9175,-0.361,1.92
21/08/2018,6257.2,53.41,270.59,0.335177,0.00242446,0.7751,-0.81%,0.8642,-0.78%,6.8472,-0.15%,110.31,0.22%,67.32,71.65,1194.1,14.766,1.8582,1.91963,-0.363,1.92
22/08/2018,6474.7,56.4,280.48,0.319803,0.00231455,0.7745,-0.08%,0.8623,-0.22%,6.8417,-0.08%,110.56,0.23%,67.85,72.96,1196.85,14.75,1.8999,1.91775,-0.363,1.92
23/08/2018,6350.0,55.18,269.9,0.327709,0.00238532,0.7802,0.74%,0.8666,0.50%,6.8777,0.53%,111.3,0.67%,69.13,73.73,1187.3,14.542,1.8082,1.91813,-0.363,1.92
24/08/2018,6527.2,57.26,275.72,0.327606,0.00242611,0.778,-0.28%,0.8605,-0.70%,6.807,-1.03%,111.23,-0.06%,69.71,74.41,1189.95,14.794,1.8582,1.91888,-0.363,1.92
28/08/2018,6909.0,60.5,288.26,0.351837,0.00260682,0.7765,0.12%,0.855,-0.15%,6.803,-0.18%,111.19,0.10%,68.54,75.91,1212.75,14.799,1.7832,1.91488,-0.363,1.92
29/08/2018,7076.7,63.14,295.91,0.344803,0.00260555,0.7677,-1.13%,0.8541,-0.11%,6.8213,0.27%,111.67,0.43%,69.68,76.07,1204.3,14.7422,1.9771,1.91538,-0.364,1.92
30/08/2018,7022.7,61.5,288.07,0.335444,0.00320647,0.7685,0.10%,0.8569,0.33%,6.8445,0.34%,110.98,-0.62%,70.25,77.05,1202.35,14.5472,1.834,1.92,-0.359,1.92
31/08/2018,6983.1,60.12,283.94,0.335332,0.00479385,0.7713,0.36%,0.8619,0.58%,6.8315,-0.19%,111.04,0.05%,69.84,76.94,1206.85,14.5332,1.8966,1.91488,-0.342,1.91
04/09/2018,7256.1,65.23,288.63,0.491854995,0.00276273,0.7779,0.13%,0.8634,0.36%,6.8442,0.31%,111.45,0.33%,69.82,77.51,1195.75,14.18,1.8071,1.70188,-0.366,1.69
05/09/2018,7359.3,67.6,285.0,0.802043021,0.00509255,0.7749,-0.39%,0.8599,-0.41%,6.8305,-0.20%,111.53,0.07%,68.69,76.68,1194.7,14.22,1.7892,1.705,-0.359,1.7
07/09/2018,6494.8,57.42,229.01,0.474269986,0.00260345,0.7739,0.09%,0.8656,0.59%,6.8438,0.12%,111.08,0.30%,67.73,75.55,1200.75,14.17,1.834,1.92588,-0.361,1.91
10/09/2018,6231.4,54.54,195.52,0.479857,0.00563504,0.7677,-0.80%,0.8626,-0.35%,6.8556,0.17%,111.12,0.04%,67.55,76.77,1195.8,14.181,1.834,2.1655,-0.365,2.18
11/09/2018,6304.5,54.27,197.0,0.500668,0.00314006,0.7671,-0.08%,0.8616,-0.12%,6.873,0.25%,111.64,0.47%,69.29,78.22,1194.0,14.153,1.7356,2.175,-0.361,2.19
