date,btc_p,ltc_p,eth_p,xrp_p,doge_p,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price,LIBOR,eonia,fed_rate
12/07/2017,2302.2,43.80525,190.98997,0.222822994,0.00272014,0.7761,-0.28%,0.8762,0.48%,6.7877,-0.22%,113.16,-0.68%,45.48,47.74,1219.1,15.887,2.0082,1.1825,-0.327,1.16
13/07/2017,2373.846,46.78,223.0,0.200809002,0.00182277,0.7729,-0.41%,0.8773,0.13%,6.7835,-0.06%,113.28,0.11%,46.06,48.42,1217.3,15.691,1.9748,1.17833,-0.36,1.16
14/07/2017,2338.146,45.4588,204.79752,0.190769002,0.00168127,0.7636,-1.20%,0.872,-0.60%,6.7758,-0.11%,112.53,-0.66%,46.53,48.91,1227.5,15.933,1.9832,1.17722,-0.361,1.16
17/07/2017,1907.239,40.53231,155.2,0.177889004,0.0015197,0.766,0.31%,0.8712,-0.09%,6.77,-0.09%,112.64,0.10%,46.02,48.42,1233.7,16.099,2.0248,1.17778,-0.362,1.16
18/07/2017,2217.0,42.24799,188.72,0.188718006,0.00186367,0.7669,0.12%,0.8655,-0.65%,6.7463,-0.35%,112.08,-0.50%,46.4,48.84,1241.9,16.268,2.0082,1.17722,-0.362,1.16
19/07/2017,2310.8,43.47451,228.0,0.168387994,0.00168884,0.7681,0.16%,0.8684,0.34%,6.7519,0.08%,111.97,-0.10%,47.1,49.7,1248.8,16.297,2.0665,1.17889,-0.362,1.16
20/07/2017,2254.998,39.909,193.99,0.188295007,0.00193452,0.7709,0.36%,0.8598,-0.99%,6.7595,0.11%,111.91,-0.05%,46.73,49.3,1252.1,16.345,1.9748,1.17889,-0.362,1.16
21/07/2017,2850.0,44.75301,227.5,0.182607993,0.00193628,0.7695,-0.18%,0.8575,-0.27%,6.7669,0.11%,111.12,-0.71%,45.78,48.06,1261.0,16.457,1.9249,1.17889,-0.361,1.16
24/07/2017,2761.2,45.28583,229.85,0.192001998,0.00197971,0.7675,-0.26%,0.859,0.17%,6.7511,-0.23%,111.11,-0.01%,46.21,48.6,1260.7,16.443,1.9665,1.17889,-0.361,1.16
25/07/2017,2752.1,44.686,225.8,0.178103998,0.00177338,0.7678,0.04%,0.8586,-0.05%,6.7511,0.00%,111.89,0.70%,47.77,50.2,1258.5,16.542,2.0332,1.18,-0.362,1.16
26/07/2017,2556.002,42.09,204.0,0.173822001,0.00181014,0.7621,-0.74%,0.8522,-0.75%,6.7539,0.04%,111.17,-0.64%,48.58,50.97,1255.6,16.459,1.9665,1.17778,-0.361,1.16
27/07/2017,2525.0,41.84999,202.21011,0.173456997,0.00185596,0.7653,0.42%,0.8564,0.49%,6.743,-0.16%,111.25,0.07%,49.05,51.49,1266.5,16.573,1.9332,1.17722,-0.361,1.16
28/07/2017,2675.392,41.62096,203.09795,0.165937006,0.0017819,0.7613,-0.52%,0.8509,-0.64%,6.7374,-0.08%,110.67,-0.52%,49.72,52.52,1275.3,16.695,1.9748,1.17833,-0.359,1.16
31/07/2017,2797.7,40.712,198.4549,0.167385995,0.0017184,0.7568,-0.59%,0.8445,-0.75%,6.7265,-0.16%,110.25,-0.38%,50.21,52.65,1273.4,16.786,2.0332,1.17611,-0.348,1.07
02/08/2017,2727.027,43.0,226.25,0.00643797,0.00021065,0.7563,-0.13%,0.8435,-0.46%,6.7219,0.06%,110.73,0.34%,49.6,52.36,1278.4,16.733,2.0415,0.68667,-0.35,0.66
03/08/2017,2700.8,41.85878,218.48999,0.00650897,0.000207948,0.7611,0.63%,0.8425,-0.12%,6.7169,-0.07%,110.05,-0.61%,49.03,52.01,1274.4,16.63,1.9915,0.68211,-0.353,0.66
08/08/2017,3395.0,45.8391,269.8,0.192586005,0.0019611,0.7698,0.35%,0.8508,0.35%,6.7065,-0.22%,110.31,-0.40%,49.07,52.14,1262.6,16.389,2.2998,1.17778,-0.355,1.16
09/08/2017,3430.52,49.10311,296.98,0.211518005,0.00159584,0.769,-0.10%,0.8505,-0.04%,6.6739,-0.49%,110.08,-0.21%,49.59,52.7,1279.3,16.863,2.2082,1.17722,-0.348,1.16
11/08/2017,3433.99,47.46014,300.2,0.217436999,0.00122179,0.7685,-0.30%,0.846,-0.41%,6.6647,0.26%,109.19,-0.03%,48.81,52.1,1294.0,17.07,2.1832,1.18333,-0.356,1.16
14/08/2017,4084.0,45.30001,298.0,0.169991001,0.00176245,0.7713,0.36%,0.8489,0.34%,6.6711,0.10%,109.64,0.41%,47.59,50.73,1290.4,17.122,2.1498,1.17778,-0.355,1.16
15/08/2017,4355.662,45.9941,302.703,0.161220998,0.00173797,0.777,0.74%,0.8521,0.38%,6.6855,0.22%,110.67,0.94%,47.57,50.8,1279.7,16.714,2.1248,1.17778,-0.356,1.16
16/08/2017,4172.2,42.9999,286.65015,0.160430998,0.00177439,0.7756,-0.18%,0.8498,-0.27%,6.6916,0.09%,110.19,-0.43%,46.8,50.27,1282.9,16.94,2.1165,1.17889,-0.358,1.16
17/08/2017,4388.0,44.05,302.258,0.157498002,0.0017103,0.7771,0.19%,0.8529,0.36%,6.6755,-0.24%,109.57,-0.56%,47.07,51.03,1292.4,17.053,2.0748,1.17778,-0.358,1.16
18/08/2017,4291.0,43.94,300.79,0.158883005,0.00167807,0.7766,-0.06%,0.8502,-0.32%,6.6713,-0.06%,109.19,-0.35%,48.59,52.72,1291.6,17.0,2.1415,1.17722,-0.358,1.16
21/08/2017,4078.244,46.15,299.44998,0.191918001,0.00171183,0.7751,-0.19%,0.8464,-0.45%,6.6656,-0.09%,108.98,-0.19%,47.39,51.66,1296.7,17.096,2.0665,1.17778,-0.358,1.16
22/08/2017,3999.884,48.49997,321.99783,0.239286005,0.00171605,0.7798,0.61%,0.8502,0.45%,6.6624,-0.05%,109.57,0.54%,47.65,51.87,1291.0,17.06,2.0832,1.17778,-0.358,1.16
23/08/2017,4104.9,46.51001,314.87537,0.246827006,0.00173174,0.7812,0.18%,0.8469,-0.39%,6.6589,-0.05%,109.03,-0.49%,48.45,52.57,1294.7,17.126,2.1665,1.17778,-0.358,1.16
24/08/2017,4151.0,53.99794,317.315,0.218958005,0.00181637,0.7812,0.00%,0.8476,0.08%,6.662,0.05%,109.56,0.49%,47.24,52.04,1292.0,17.046,2.2415,1.17778,-0.357,1.16
25/08/2017,4334.682,50.555,326.30374,0.217828006,0.00178962,0.7759,-0.68%,0.8387,-1.05%,6.6497,-0.18%,109.36,-0.18%,47.65,52.41,1297.9,17.132,2.2498,1.17778,-0.358,1.16
29/08/2017,4387.828,62.1589,347.54,0.218564004,0.00186691,0.774,0.10%,0.8353,0.06%,6.5968,-0.29%,109.75,0.46%,46.46,52.0,1318.9,17.516,2.2248,1.17833,-0.36,1.16
30/08/2017,4590.169,62.865,371.99,0.228006005,0.00210522,0.7737,-0.04%,0.8415,0.74%,6.5944,-0.04%,110.23,0.44%,45.96,50.86,1314.1,17.503,2.2415,1.17778,-0.36,1.16
31/08/2017,4579.75,65.8,383.5,0.255629987,0.00206352,0.7734,-0.04%,0.8397,-0.21%,6.5899,-0.07%,109.97,-0.24%,47.26,52.38,1322.2,17.575,2.2582,1.17556,-0.345,1.07
01/09/2017,4737.27,73.3708,388.649,0.00616652,0.000229016,0.7722,-0.16%,0.8433,0.43%,6.5591,-0.47%,110.27,0.27%,47.32,52.75,1330.4,17.816,2.4081,0.693,-0.351,0.66
05/09/2017,4344.11,70.1002,307.939,0.160073996,0.00123879,0.7673,-0.78%,0.8394,-0.14%,6.5388,0.12%,108.81,-0.85%,48.63,53.38,1344.5,17.941,2.5415,0.92722,-0.357,0.91
06/09/2017,4464.03,74.6,322.98,0.286018997,0.00345254,0.7667,-0.08%,0.8391,-0.04%,6.524,-0.23%,109.23,0.39%,49.13,54.2,1339.0,17.91,2.5915,0.93111,-0.36,0.91
08/09/2017,4660.0,81.07,337.94,0.182946995,0.00193684,0.7577,-0.73%,0.8309,-0.10%,6.4817,-0.07%,107.84,-0.56%,47.44,53.78,1351.2,18.123,2.6331,1.17778,-0.354,1.16
11/09/2017,4287.1,67.84,301.54,0.217488006,0.00141503,0.7597,0.26%,0.8367,0.70%,6.5297,0.74%,109.41,1.46%,48.06,53.84,1335.7,17.902,2.7998,1.18333,-0.355,1.16
13/09/2017,4171.3,66.43,294.0,0.200777993,0.00139819,0.757,0.56%,0.8413,0.67%,6.543,0.12%,110.48,0.28%,49.3,55.16,1328.0,17.867,2.7248,1.17722,-0.358,1.16
14/09/2017,3882.2,61.89,276.21,0.164167002,0.000853907,0.7464,-1.40%,0.839,-0.27%,6.556,0.20%,110.23,-0.23%,49.86,55.47,1329.3,17.789,2.7331,1.17889,-0.359,1.16
15/09/2017,3254.2,45.49,223.85,0.181357995,0.000865367,0.7357,-1.43%,0.8374,-0.19%,6.5526,-0.05%,110.84,0.55%,49.9,55.62,1325.2,17.701,2.8498,1.17889,-0.36,1.16
18/09/2017,3719.0,51.21,259.11,0.189768001,0.000947436,0.7411,0.73%,0.8366,-0.10%,6.5741,0.33%,111.57,0.66%,49.88,55.48,1310.8,17.156,2.9498,1.17889,-0.363,1.16
19/09/2017,4091.5,56.12,297.98,0.184040993,0.000890381,0.7402,-0.12%,0.8337,-0.35%,6.5838,0.15%,111.59,0.02%,49.54,55.14,1310.6,17.279,2.8581,1.17889,-0.361,1.16
20/09/2017,3911.3,53.09,282.61,0.182078004,0.000862411,0.7411,0.12%,0.8408,0.85%,6.5749,-0.14%,112.22,0.56%,50.29,56.29,1316.4,17.334,2.7748,1.17889,-0.36,1.16
21/09/2017,3863.1,51.25,282.36,0.171754003,0.000755163,0.7363,-0.65%,0.8374,-0.40%,6.5899,0.23%,112.47,0.22%,50.58,56.43,1294.8,17.018,2.6581,1.17889,-0.366,1.16
22/09/2017,3623.9,46.71,258.8,0.17351,0.000772038,0.7411,0.65%,0.8369,-0.06%,6.5911,0.02%,111.98,-0.44%,50.33,56.86,1297.5,16.984,2.5748,1.17889,-0.359,1.16
25/09/2017,3672.7,47.69,282.95,0.181486994,0.00114061,0.7426,0.20%,0.844,0.85%,6.6212,0.46%,111.73,-0.22%,51.85,59.02,1311.5,17.147,2.4415,1.17833,-0.36,1.16
26/09/2017,3924.0,52.37,295.0,0.186119005,0.00115111,0.743,0.05%,0.8479,0.46%,6.6401,0.29%,112.23,0.45%,51.59,58.44,1301.7,16.883,2.4581,1.17833,-0.359,1.16
27/09/2017,3885.9,52.04,287.9,0.203299001,0.00117286,0.747,0.54%,0.8515,0.42%,6.6425,0.04%,112.83,0.53%,52.14,57.9,1287.8,16.827,2.3915,1.18,-0.361,1.16
28/09/2017,4213.8,57.0,310.32,0.196131006,0.00107998,0.7439,-0.41%,0.8485,-0.35%,6.664,0.32%,112.34,-0.43%,51.62,57.41,1288.7,16.847,2.3415,1.18111,-0.36,1.16
29/09/2017,4190.0,55.11,302.73,0.193606004,0.0010823,0.7464,0.34%,0.8465,-0.24%,6.6534,-0.16%,112.49,0.13%,51.67,57.54,1284.8,16.676,2.4665,1.18167,-0.349,1.06
02/10/2017,4383.8,54.68,303.5,0.00628911,0.000207571,0.7531,0.90%,0.8523,0.69%,6.6534,0.00%,112.77,0.25%,50.59,56.12,1275.8,16.654,2.5665,0.68778,-0.352,0.66
03/10/2017,4401.7,53.2,296.66,0.00622738,0.000203927,0.7553,0.29%,0.8515,-0.09%,6.6534,0.00%,112.86,0.08%,50.44,56.0,1274.6,16.65,2.8081,0.68189,-0.352,0.66
05/10/2017,4223.6,51.01,291.99,0.186066002,0.00123893,0.7622,0.97%,0.8539,0.42%,6.6534,0.00%,112.82,0.06%,50.79,57.0,1273.2,16.638,2.7248,0.92833,-0.358,0.91
10/10/2017,4772.7,50.06,296.9,0.260733008,0.00103568,0.7573,-0.47%,0.847,-0.56%,6.5715,-0.82%,112.45,-0.20%,50.93,56.61,1293.8,17.207,2.5831,1.18167,-0.361,1.16
11/10/2017,4745.0,50.62,298.02,0.206483006,0.00116264,0.7562,-0.15%,0.8433,-0.44%,6.5902,0.28%,112.5,0.04%,51.3,56.94,1288.9,17.133,2.4831,1.18333,-0.357,1.16
13/10/2017,5429.9,59.39,302.12,0.260488987,0.0010658,0.7527,-0.17%,0.8458,0.07%,6.5796,-0.13%,111.86,-0.37%,51.43,57.17,1304.6,17.411,2.6581,1.18444,-0.359,1.16
16/10/2017,5673.3,65.31,335.71,0.256231993,0.0011641,0.7547,0.27%,0.8477,0.22%,6.5899,0.16%,112.19,0.30%,51.86,57.82,1303.0,17.369,2.6331,1.18444,-0.359,1.16
17/10/2017,5738.8,64.6,333.42,0.232063994,0.00106735,0.7581,0.45%,0.8499,0.26%,6.6235,0.51%,112.2,0.01%,51.87,57.88,1286.2,17.041,2.5748,1.18444,-0.361,1.16
18/10/2017,5606.5,59.37,316.83,0.218520001,0.00104742,0.7573,-0.11%,0.8484,-0.18%,6.6274,0.06%,112.94,0.66%,52.05,58.15,1283.0,16.997,2.5665,1.18444,-0.36,1.16
19/10/2017,5580.1,60.89,314.36,0.215149999,0.00106352,0.76,0.36%,0.8438,-0.54%,6.6151,-0.19%,112.55,-0.35%,51.29,57.23,1290.0,17.255,2.5748,1.185,-0.36,1.16
20/10/2017,5695.3,59.8,307.87,0.210548997,0.00105019,0.7582,-0.24%,0.8485,0.56%,6.6205,0.08%,113.52,0.86%,51.63,57.75,1280.5,17.078,2.6081,1.18444,-0.361,1.16
23/10/2017,5997.6,56.69,294.8,0.196927994,0.00101556,0.7577,-0.07%,0.8511,0.31%,6.64,0.29%,113.44,-0.07%,51.91,57.37,1280.9,17.075,2.5081,1.18444,-0.362,1.16
24/10/2017,5902.8,54.66,285.17,0.206643999,0.00109229,0.7613,0.48%,0.8502,-0.11%,6.6358,-0.06%,113.9,0.41%,52.32,58.33,1278.3,16.966,2.5415,1.18444,-0.361,1.16
25/10/2017,5545.5,55.99,298.4,0.204604,0.00105571,0.7539,-0.97%,0.8466,-0.42%,6.639,0.05%,113.75,-0.13%,51.97,58.44,1279.0,16.925,2.5165,1.18444,-0.362,1.16
26/10/2017,5761.0,56.39,296.87,0.203628004,0.00105139,0.7599,0.80%,0.8583,1.38%,6.6426,0.05%,113.98,0.20%,52.41,59.3,1269.6,16.811,2.3665,1.18444,-0.364,1.16
27/10/2017,5890.6,55.56,295.56,0.202785,0.00105226,0.7617,0.24%,0.8613,0.35%,6.6514,0.13%,113.69,-0.25%,53.92,60.44,1271.8,16.752,2.2748,1.18444,-0.36,1.16
30/10/2017,6130.0,56.75,303.92,0.202711001,0.00115074,0.7571,-0.60%,0.8582,-0.36%,6.6465,-0.07%,113.19,-0.44%,54.11,60.9,1277.7,16.847,2.1248,1.185,-0.348,1.16
31/10/2017,6124.5,56.29,306.2,0.200558007,0.00112424,0.7529,-0.55%,0.8587,0.06%,6.6349,-0.17%,113.64,0.40%,54.36,61.37,1270.5,16.693,2.1082,1.18222,-0.348,1.07
01/11/2017,6430.5,55.47,304.12,0.00641105,0.000205298,0.755,0.28%,0.8607,0.23%,6.6029,-0.48%,114.17,0.47%,54.32,60.49,1277.3,17.176,2.0415,0.69278,-0.351,0.66
07/11/2017,6970.3,54.64,298.5,0.185019001,0.00177886,0.7595,0.04%,0.8631,0.21%,6.64,0.09%,114.02,0.28%,57.19,63.69,1275.8,16.94,2.0332,1.17722,-0.36,1.16
08/11/2017,7128.1,60.56,292.07,0.179306999,0.00188013,0.7624,0.38%,0.8624,-0.08%,6.628,-0.18%,113.88,-0.12%,56.82,63.49,1283.7,17.138,2.0748,1.17778,-0.356,1.16
09/11/2017,7463.5,62.16,308.38,0.214441001,0.00146318,0.7607,-0.22%,0.859,-0.39%,6.6403,0.19%,113.47,-0.36%,57.16,63.93,1287.5,16.975,1.9998,1.17778,-0.357,1.16
10/11/2017,7152.4,64.22,319.01,0.264438987,0.00104613,0.7581,-0.34%,0.8572,-0.21%,6.6414,0.02%,113.53,0.05%,56.75,63.52,1274.2,16.871,1.9498,1.18333,-0.362,1.16
13/11/2017,5880.0,58.1,305.13,0.203442007,0.00121112,0.7624,0.57%,0.8571,-0.01%,6.6405,-0.01%,113.62,0.08%,56.77,63.16,1278.9,17.047,1.9665,1.18278,-0.356,1.16
14/11/2017,6528.0,61.03,314.83,0.209824994,0.0011843,0.7596,-0.37%,0.8476,-1.11%,6.6363,-0.06%,113.45,-0.15%,55.67,60.91,1282.9,17.073,1.8499,1.18278,-0.356,1.16
15/11/2017,6660.6,63.22,335.0,0.212955996,0.00133873,0.7592,-0.05%,0.8481,0.06%,6.6235,-0.19%,112.88,-0.50%,55.28,61.25,1277.7,16.971,1.8582,1.18278,-0.357,1.16
16/11/2017,7260.0,63.24,330.15,0.227107003,0.00139029,0.7579,-0.17%,0.8496,0.18%,6.6307,0.11%,113.06,0.16%,55.14,61.18,1278.2,17.072,1.8582,1.18278,-0.358,1.16
17/11/2017,7754.5,70.0,325.98,0.226581007,0.0013132,0.7568,-0.15%,0.8478,-0.21%,6.6267,-0.06%,112.08,-0.87%,56.21,61.34,1283.85,17.373,1.9415,1.18278,-0.359,1.16
20/11/2017,8000.0,71.08,351.11,0.238758996,0.00139356,0.7556,-0.16%,0.8524,0.54%,6.635,0.13%,112.62,0.48%,56.21,61.34,1292.35,16.842,1.9498,1.18278,-0.358,1.16
21/11/2017,8234.1,72.0,366.52,0.233271003,0.00138909,0.7553,-0.04%,0.8519,-0.06%,6.6296,-0.08%,112.44,-0.16%,56.84,62.28,1280.0,16.96,1.9415,1.18278,-0.359,1.16
22/11/2017,8113.1,69.76,361.01,0.238858998,0.001823,0.7503,-0.66%,0.8458,-0.72%,6.6102,-0.29%,111.22,-1.09%,57.88,62.92,1283.95,17.112,1.9915,1.18278,-0.358,1.16
24/11/2017,8030.0,73.01,408.75,0.244642004,0.00190814,0.7498,-0.21%,0.8382,-0.66%,6.6022,0.28%,111.55,0.30%,58.94,63.58,1289.15,16.992,2.0165,1.18375,-0.359,1.16
27/11/2017,9174.3,84.01,464.19,0.253926992,0.00198799,0.7509,0.15%,0.8405,0.27%,6.5969,-0.08%,111.09,-0.41%,58.1,63.25,1294.7,17.026,2.0165,1.18375,-0.365,1.16
28/11/2017,9590.4,89.84,469.4,0.299151987,0.00236254,0.7497,-0.16%,0.8445,0.48%,6.6076,0.16%,111.48,0.35%,57.96,63.56,1293.9,16.8348,1.9082,1.185,-0.362,1.16
29/11/2017,9800.0,92.87,461.56,0.243064001,0.00208044,0.7458,-0.52%,0.844,-0.06%,6.6094,0.03%,111.93,0.40%,57.25,63.74,1294.85,16.478,1.8999,1.18625,-0.301,1.16
30/11/2017,9733.1,83.65,424.01,0.250878006,0.00207915,0.7393,-0.87%,0.84,-0.47%,6.6128,0.05%,112.53,0.54%,57.4,63.53,1282.15,16.4052,1.8499,1.18,-0.241,1.07
01/12/2017,10088.3,87.59,439.25,0.00642293,0.000208379,0.7422,0.39%,0.8409,0.11%,6.6174,0.07%,112.11,-0.37%,58.35,64.57,1277.25,16.322,1.8499,0.69278,-0.353,0.66
04/12/2017,11235.1,100.43,463.09,0.034336001,0.000414131,0.7419,-0.04%,0.8427,0.21%,6.6197,0.03%,112.42,0.28%,57.48,63.45,1279.1,16.306,1.8999,0.92778,-0.359,0.91
05/12/2017,11638.0,103.1,467.0,0.206067994,0.00118332,0.7439,0.27%,0.8456,0.34%,6.6191,-0.01%,112.59,0.15%,57.66,63.45,1275.9,16.0,1.8415,0.92833,-0.358,0.91
06/12/2017,11730.0,101.0,456.0,0.253964007,0.00325288,0.7467,0.38%,0.8478,0.26%,6.6149,-0.06%,112.3,-0.26%,55.79,62.25,1268.55,15.886,1.8665,0.93111,-0.358,0.91
07/12/2017,13737.7,97.87,417.01,0.205354005,0.0019381,0.7421,-0.62%,0.8494,0.19%,6.6193,0.07%,113.08,0.69%,56.5,62.37,1256.8,15.721,1.8249,1.17833,-0.359,1.16
12/12/2017,16578.0,210.69,500.0,0.373540998,0.0033039,0.7509,0.16%,0.8517,0.24%,6.6215,0.04%,113.55,-0.01%,57.12,64.96,1243.4,15.593,1.9332,1.1825,-0.345,1.17
13/12/2017,16889.3,290.54,626.2,0.471062988,0.00346082,0.7451,-0.77%,0.8456,-0.72%,6.6174,-0.06%,112.55,-0.88%,56.59,63.66,1241.6,15.798,1.9082,1.1825,-0.36,1.17
14/12/2017,16135.3,294.61,680.0,0.864262998,0.00370903,0.7446,-0.07%,0.849,0.40%,6.6096,-0.12%,112.39,-0.14%,57,63.72,1255.6,15.864,1.8749,1.4275,-0.362,1.41
15/12/2017,16376.1,271.94,685.0,0.756181002,0.00376193,0.7507,0.82%,0.8508,0.21%,6.6093,0.00%,112.58,0.17%,57.29,63.81,1257.25,15.993,1.9332,1.43313,-0.363,1.41
18/12/2017,18920.6,312.78,708.0,0.778406978,0.00643268,0.7472,-0.47%,0.8488,-0.24%,6.6164,0.11%,112.55,-0.03%,57.17,64.45,1258.65,16.132,1.8749,1.43313,-0.358,1.42
19/12/2017,18833.1,353.65,782.53,0.791257024,0.00566597,0.7471,-0.01%,0.8446,-0.49%,6.6047,-0.18%,112.89,0.30%,57.49,63.69,1263.1,16.079,1.8582,1.43313,-0.35,1.42
20/12/2017,17593.7,341.64,808.0,0.775964022,0.00666132,0.7477,0.08%,0.8424,-0.26%,6.5785,-0.40%,113.39,0.44%,58.09,64.43,1265.95,16.197,1.9165,1.43438,-0.355,1.42
21/12/2017,16220.7,298.75,784.55,1.19306004,0.00742457,0.7471,-0.08%,0.8422,-0.02%,6.5847,0.09%,113.33,-0.05%,58.34,64.64,1265.85,16.159,1.9998,1.43438,-0.353,1.42
22/12/2017,15199.3,297.14,767.75,1.138280034,0.00605373,0.7483,0.16%,0.8433,0.13%,6.5774,-0.11%,113.27,-0.05%,58.25,64.61,1268.05,16.36,1.9832,1.43438,-0.353,1.42
27/12/2017,15814.5,279.81,749.08,1.399639964,0.00887206,0.7464,-0.17%,0.8411,-0.26%,6.5568,0.18%,113.36,0.11%,59.67,66.03,1285.4,16.7026,2.0332,1.435,-0.357,1.42
28/12/2017,15445.9,264.87,741.26,1.430879951,0.00848576,0.7439,-0.33%,0.8374,-0.44%,6.5334,-0.36%,112.89,-0.41%,59.84,66.8,1291.6,16.8866,2.0998,1.4375,-0.355,1.42
29/12/2017,14548.8,249.45,722.01,2.214600086,0.0093909,0.7399,-0.54%,0.8335,-0.47%,6.5067,-0.41%,112.69,-0.18%,60.46,66.73,1296.5,17.128,2.0415,1.42875,-0.346,1.33
02/01/2018,13506.1,225.63,757.01,0.962530017,0.00502915,0.7359,-0.63%,0.8293,-0.41%,6.4933,-0.21%,112.3,-0.32%,60.37,66.65,1312.8,17.206,2.2165,1.44375,-0.363,1.42
03/01/2018,14882.0,254.6,864.0,0.928346992,0.00621498,0.7399,0.54%,0.8323,0.36%,6.503,0.15%,112.5,0.18%,61.61,67.85,1314.6,17.267,2.2748,1.44625,-0.361,1.42
05/01/2018,15258.3,240.0,942.04,0.841407001,0.00514427,0.7369,-0.14%,0.8313,0.33%,6.4887,-0.07%,113.08,0.29%,61.49,68.01,1317.9,17.285,2.4165,1.70438,-0.355,1.7
08/01/2018,16128.4,266.55,1098.0,0.445852,0.0031595,0.737,0.01%,0.8357,0.53%,6.4998,0.17%,113.09,0.01%,61.73,68.48,1318.8,17.144,2.5248,1.91563,-0.358,1.91
10/01/2018,14515.4,246.05,1284.98,0.576461,0.00594179,0.7403,0.23%,0.837,-0.08%,6.5081,-0.33%,111.44,-1.08%,63.6,69.79,1321.65,17.035,2.6165,2.17075,-0.363,2.18
11/01/2018,14937.6,251.83,1245.02,0.455722,0.00377677,0.7387,-0.22%,0.8311,-0.70%,6.4958,-0.19%,111.25,-0.17%,63.81,70.36,1319.85,16.966,2.7915,2.17538,-0.353,2.2
16/01/2018,13608.3,231.55,1272.88,1.179239988,0.00682216,0.725,0.00%,0.8156,0.01%,6.444,0.11%,110.45,-0.08%,63.82,69.4,1334.95,17.189,2.6998,1.43875,-0.37,1.42
17/01/2018,11533.2,190.73,1063.0,1.306339979,0.00764791,0.7232,-0.25%,0.8206,0.61%,6.4343,-0.15%,111.28,0.75%,63.92,69.19,1337.35,17.166,2.7998,1.4375,-0.363,1.42
18/01/2018,11185.0,187.5,1019.97,1.596580029,0.00796893,0.7198,-0.47%,0.8171,-0.43%,6.4203,-0.22%,111.11,-0.15%,63.96,69.48,1329.75,16.954,2.6748,1.4375,-0.37,1.42
19/01/2018,11286.0,192.67,1023.43,1.552049994,0.0078706,0.7219,0.29%,0.8182,0.13%,6.404,-0.25%,110.78,-0.30%,63.38,68.56,1335.8,17.036,2.7831,1.4375,-0.362,1.42
22/01/2018,11556.0,190.93,1050.0,1.357349992,0.00673356,0.7148,-0.98%,0.8155,-0.33%,6.4053,0.02%,110.92,0.13%,63.66,69.32,1334.15,16.989,2.7331,1.4375,-0.363,1.42
23/01/2018,10818.0,180.01,1000.5,1.337069988,0.00667335,0.7142,-0.08%,0.8131,-0.29%,6.4047,-0.01%,110.31,-0.55%,64.45,69.81,1337.1,16.913,2.6081,1.4375,-0.363,1.42
24/01/2018,10849.9,177.32,985.96,1.357149959,0.00708314,0.7021,-1.69%,0.806,-0.87%,6.37,-0.54%,109.22,-0.99%,65.69,69.91,1350.5,17.489,2.8081,1.4375,-0.363,1.42
25/01/2018,11419.8,180.99,1063.77,1.312229991,0.00766664,0.7071,0.71%,0.8067,0.09%,6.3238,-0.73%,109.41,0.17%,65.62,71.08,1360.25,17.615,2.7998,1.43813,-0.363,1.42
26/01/2018,11159.3,179.05,1048.0,1.217270017,0.00723671,0.7057,-0.20%,0.8051,-0.20%,6.3201,-0.06%,108.72,-0.63%,66.27,70.08,1354.35,17.441,2.8248,1.43813,-0.364,1.42
29/01/2018,11629.9,192.24,1221.94,1.32396996,0.00696695,0.7105,0.68%,0.8076,0.31%,6.3375,0.28%,108.95,0.21%,65.71,68.41,1348.4,17.127,2.7415,1.43938,-0.363,1.42
30/01/2018,11150.0,180.26,1166.0,1.138560057,0.00602368,0.7069,-0.51%,0.8064,-0.15%,6.3239,-0.21%,108.78,-0.16%,64.64,67.78,1345.7,17.058,2.7998,1.43938,-0.361,1.42
31/01/2018,9979.9,163.63,1055.14,1.162389994,0.00601021,0.7046,-0.33%,0.8051,-0.16%,6.2888,-0.56%,109.19,0.38%,64.82,67.78,1343.35,17.241,2.8331,1.43938,-0.355,1.34
01/02/2018,10100.0,162.3,1105.22,2.480900049,0.00914509,0.701,-0.51%,0.7994,-0.71%,6.2995,0.17%,109.41,0.20%,65.92,68.6,1341.1,17.155,2.8414,1.4375,-0.37,1.42
02/02/2018,9045.8,140.78,1021.7,0.884783983,0.00447468,0.7081,1.01%,0.8025,0.39%,6.3014,0.03%,110.11,0.64%,65.5,67.45,1345.0,16.709,2.6665,1.44375,-0.363,1.42
05/02/2018,8130.2,147.07,822.79,0.859094024,0.00527289,0.7164,1.17%,0.8085,0.75%,6.29,-0.18%,109.11,-0.91%,64.18,67.69,1337.1,16.671,2.5665,1.70438,-0.358,1.7
07/02/2018,7676.1,141.91,783.2,0.486122012,0.00270315,0.7204,0.49%,0.8154,0.93%,6.2694,-0.22%,109.33,-0.21%,61.91,65.74,1328.5,16.238,2.5748,1.92975,-0.361,1.91
08/02/2018,7559.1,137.5,748.54,0.430254,0.00294594,0.7188,-0.22%,0.8165,0.13%,6.327,0.92%,108.75,-0.53%,61.3,64.26,1311.05,16.341,2.4665,1.92025,-0.358,1.91
13/02/2018,8897.8,161.64,864.53,1.02741003,0.00563752,0.7198,-0.40%,0.8096,-0.48%,6.341,0.21%,107.83,-0.76%,59.33,61.94,1329.4,16.528,2.6498,1.44375,-0.362,1.42
