,Date,doge_p
610,02/09/2017 23:59,0.00222595
611,03/09/2017 23:59,0.00215254
612,04/09/2017 23:59,0.00178611
613,05/09/2017 23:59,0.00190754
614,06/09/2017 23:59,0.00201855
615,07/09/2017 23:59,0.0019275
616,08/09/2017 23:59,0.00159584
617,09/09/2017 23:59,0.00156777
618,10/09/2017 23:59,0.00139481
619,11/09/2017 23:59,0.00146318
620,12/09/2017 23:59,0.00143977
621,13/09/2017 23:59,0.00139819
622,14/09/2017 23:59,0.000853907
623,15/09/2017 23:59,0.000865367
624,16/09/2017 23:59,0.000866827
625,17/09/2017 23:59,0.000852793
626,18/09/2017 23:59,0.000947436
627,19/09/2017 23:59,0.000890381
628,20/09/2017 23:59,0.000862411
629,21/09/2017 23:59,0.000755163
630,22/09/2017 23:59,0.000772038
631,23/09/2017 23:59,0.000953918
632,24/09/2017 23:59,0.000891532
633,25/09/2017 23:59,0.00114061
634,26/09/2017 23:59,0.00115111
635,27/09/2017 23:59,0.00117286
636,28/09/2017 23:59,0.00107998
637,29/09/2017 23:59,0.0010823
638,30/09/2017 23:59,0.00114524
639,01/10/2017 23:59,0.00108362
640,02/10/2017 23:59,0.00108536
641,03/10/2017 23:59,0.00110839
642,04/10/2017 23:59,0.00102438
643,05/10/2017 23:59,0.00100133
644,06/10/2017 23:59,0.00105603
645,07/10/2017 23:59,0.0010661
646,08/10/2017 23:59,0.00105591
647,09/10/2017 23:59,0.000990717
648,10/10/2017 23:59,0.00103568
649,11/10/2017 23:59,0.00104613
650,12/10/2017 23:59,0.00106201
651,13/10/2017 23:59,0.0010658
652,14/10/2017 23:59,0.00110977
653,15/10/2017 23:59,0.00110624
654,16/10/2017 23:59,0.0011641
655,17/10/2017 23:59,0.00106735
656,18/10/2017 23:59,0.00104742
657,19/10/2017 23:59,0.00106352
658,20/10/2017 23:59,0.00105019
659,21/10/2017 23:59,0.00100678
660,22/10/2017 23:59,0.00102286
661,23/10/2017 23:59,0.00101556
662,24/10/2017 23:59,0.00109229
663,25/10/2017 23:59,0.00105571
664,26/10/2017 23:59,0.00105139
665,27/10/2017 23:59,0.00105226
666,28/10/2017 23:59,0.00103718
667,29/10/2017 23:59,0.00117317
668,30/10/2017 23:59,0.00115074
669,31/10/2017 23:59,0.00112424
670,01/11/2017 23:59,0.00113767
671,02/11/2017 23:59,0.00115138
672,03/11/2017 23:59,0.00112086
673,04/11/2017 23:59,0.00118873
674,05/11/2017 23:59,0.00118238
675,06/11/2017 23:59,0.0011536
676,07/11/2017 23:59,0.00117737
677,08/11/2017 23:59,0.00122179
678,09/11/2017 23:59,0.00141503
679,10/11/2017 23:59,0.00116264
680,11/11/2017 23:59,0.00120106
681,12/11/2017 23:59,0.00103801
682,13/11/2017 23:59,0.00121112
683,14/11/2017 23:59,0.0011843
684,15/11/2017 23:59,0.00133873
685,16/11/2017 23:59,0.00139029
686,17/11/2017 23:59,0.0013132
687,18/11/2017 23:59,0.00137289
688,19/11/2017 23:59,0.00137624
689,20/11/2017 23:59,0.00139356
690,21/11/2017 23:59,0.00138909
691,22/11/2017 23:59,0.001823
692,23/11/2017 23:59,0.00189084
693,24/11/2017 23:59,0.00190814
694,25/11/2017 23:59,0.00207169
695,26/11/2017 23:59,0.00202641
696,27/11/2017 23:59,0.00198799
697,28/11/2017 23:59,0.00236254
698,29/11/2017 23:59,0.00208044
699,30/11/2017 23:59,0.00207915
700,01/12/2017 23:59,0.00214804
701,02/12/2017 23:59,0.00214862
702,03/12/2017 23:59,0.00222306
703,04/12/2017 23:59,0.00246346
704,05/12/2017 23:59,0.00247949
705,06/12/2017 23:59,0.00266259
706,07/12/2017 23:59,0.00272014
707,08/12/2017 23:59,0.00277908
708,09/12/2017 23:59,0.00261688
709,10/12/2017 23:59,0.00254668
710,11/12/2017 23:59,0.00279765
711,12/12/2017 23:59,0.0033039
712,13/12/2017 23:59,0.00346082
713,14/12/2017 23:59,0.00370903
714,15/12/2017 23:59,0.00376193
715,16/12/2017 23:59,0.00593329
716,17/12/2017 23:59,0.00598381
717,18/12/2017 23:59,0.00643268
718,19/12/2017 23:59,0.00566597
719,20/12/2017 23:59,0.00666132
720,21/12/2017 23:59,0.00742457
721,22/12/2017 23:59,0.00605373
722,23/12/2017 23:59,0.00725921
723,24/12/2017 23:59,0.00858241
724,25/12/2017 23:59,0.00893078
725,26/12/2017 23:59,0.00941144
726,27/12/2017 23:59,0.00887206
727,28/12/2017 23:59,0.00848576
728,29/12/2017 23:59,0.0093909
729,30/12/2017 23:59,0.00786045
730,31/12/2017 23:59,0.00897159
731,01/01/2018 23:59,0.00890867
732,02/01/2018 23:59,0.00914509
733,03/01/2018 23:59,0.00931969
734,04/01/2018 23:59,0.00964394
