date,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %
09/05/2017,0.7731,0.04%,0.9196,0.46%,6.9074,0.04%,113.98,0.64%
10/05/2017,0.7729,-0.03%,0.9202,0.07%,6.9032,-0.06%,114.28,0.26%
12/05/2017,0.7758,-0.03%,0.9149,-0.62%,6.8994,-0.06%,113.34,-0.46%
15/05/2017,0.7756,-0.03%,0.9112,-0.40%,6.893,-0.09%,113.78,0.39%
16/05/2017,0.7742,-0.18%,0.9023,-0.98%,6.8867,-0.09%,113.12,-0.58%
17/05/2017,0.7709,-0.43%,0.8962,-0.68%,6.8819,-0.07%,110.82,-2.03%
18/05/2017,0.7732,0.30%,0.9006,0.49%,6.8893,0.11%,111.5,0.61%
19/05/2017,0.7671,-0.79%,0.8923,-0.92%,6.885,-0.06%,111.28,-0.20%
22/05/2017,0.7692,0.27%,0.8899,-0.27%,6.8864,0.02%,111.3,0.02%
23/05/2017,0.7714,0.29%,0.8942,0.48%,6.89,0.05%,111.78,0.43%
24/05/2017,0.7708,-0.08%,0.8913,-0.32%,6.8899,0.00%,111.5,-0.25%
25/05/2017,0.7728,0.26%,0.8921,0.09%,6.8689,-0.30%,111.83,0.30%
26/05/2017,0.781,1.06%,0.8942,0.24%,6.8556,-0.19%,111.34,-0.44%
30/05/2017,0.7777,-0.14%,0.894,-0.20%,6.8556,0.00%,110.85,-0.37%
31/05/2017,0.7758,-0.24%,0.8894,-0.51%,6.8101,-0.66%,110.78,-0.06%
01/06/2017,0.7763,0.06%,0.8919,0.28%,6.8078,-0.03%,111.36,0.52%
02/06/2017,0.776,-0.04%,0.8863,-0.63%,6.8117,0.06%,110.42,-0.84%
06/06/2017,0.7745,-0.06%,0.8867,-0.20%,6.7953,-0.13%,109.41,-0.96%
07/06/2017,0.7716,-0.37%,0.8883,0.18%,6.7957,0.01%,109.81,0.37%
09/06/2017,0.7846,1.63%,0.8932,0.16%,6.798,-0.03%,110.34,0.31%
12/06/2017,0.7901,0.70%,0.8927,-0.06%,6.7982,0.00%,109.94,-0.36%
13/06/2017,0.784,-0.77%,0.892,-0.08%,6.799,0.01%,110.07,0.12%
14/06/2017,0.7842,0.03%,0.8914,-0.07%,6.7917,-0.11%,109.58,-0.45%
15/06/2017,0.784,-0.03%,0.8972,0.65%,6.8079,0.24%,110.94,1.24%
16/06/2017,0.7827,-0.17%,0.8931,-0.46%,6.8104,0.04%,110.86,-0.07%
19/06/2017,0.7851,0.31%,0.897,0.44%,6.8195,0.13%,111.53,0.60%
20/06/2017,0.7917,0.84%,0.8981,0.12%,6.8292,0.14%,111.44,-0.08%
21/06/2017,0.7892,-0.32%,0.8954,-0.30%,6.8295,0.00%,111.38,-0.05%
22/06/2017,0.7885,-0.09%,0.8967,0.15%,6.8348,0.08%,111.33,-0.04%
23/06/2017,0.7863,-0.28%,0.8933,-0.38%,6.8367,0.03%,111.29,-0.04%
26/06/2017,0.7861,-0.03%,0.8943,0.11%,6.8411,0.06%,111.84,0.49%
27/06/2017,0.7803,-0.74%,0.882,-1.38%,6.8126,-0.42%,112.36,0.46%
28/06/2017,0.7736,-0.86%,0.8789,-0.35%,6.7998,-0.19%,112.3,-0.05%
29/06/2017,0.7688,-0.62%,0.874,-0.56%,6.787,-0.19%,112.18,-0.11%
30/06/2017,0.7677,-0.14%,0.8752,0.14%,6.7809,-0.09%,112.38,0.18%
03/07/2017,0.773,0.69%,0.8799,0.54%,6.8007,0.29%,113.39,0.90%
06/07/2017,0.771,-0.27%,0.8754,-0.62%,6.8015,0.00%,113.22,-0.04%
07/07/2017,0.7757,0.61%,0.8771,0.19%,6.8059,0.06%,113.89,0.59%
11/07/2017,0.7783,0.26%,0.872,-0.59%,6.8025,-0.02%,113.94,-0.09%
12/07/2017,0.7761,-0.28%,0.8762,0.48%,6.7877,-0.22%,113.16,-0.68%
13/07/2017,0.7729,-0.41%,0.8773,0.13%,6.7835,-0.06%,113.28,0.11%
14/07/2017,0.7636,-1.20%,0.872,-0.60%,6.7758,-0.11%,112.53,-0.66%
17/07/2017,0.766,0.31%,0.8712,-0.09%,6.77,-0.09%,112.64,0.10%
18/07/2017,0.7669,0.12%,0.8655,-0.65%,6.7463,-0.35%,112.08,-0.50%
19/07/2017,0.7681,0.16%,0.8684,0.34%,6.7519,0.08%,111.97,-0.10%
20/07/2017,0.7709,0.36%,0.8598,-0.99%,6.7595,0.11%,111.91,-0.05%
21/07/2017,0.7695,-0.18%,0.8575,-0.27%,6.7669,0.11%,111.12,-0.71%
24/07/2017,0.7675,-0.26%,0.859,0.17%,6.7511,-0.23%,111.11,-0.01%
25/07/2017,0.7678,0.04%,0.8586,-0.05%,6.7511,0.00%,111.89,0.70%
26/07/2017,0.7621,-0.74%,0.8522,-0.75%,6.7539,0.04%,111.17,-0.64%
27/07/2017,0.7653,0.42%,0.8564,0.49%,6.743,-0.16%,111.25,0.07%
28/07/2017,0.7613,-0.52%,0.8509,-0.64%,6.7374,-0.08%,110.67,-0.52%
31/07/2017,0.7568,-0.59%,0.8445,-0.75%,6.7265,-0.16%,110.25,-0.38%
02/08/2017,0.7563,-0.13%,0.8435,-0.46%,6.7219,0.06%,110.73,0.34%
03/08/2017,0.7611,0.63%,0.8425,-0.12%,6.7169,-0.07%,110.05,-0.61%
08/08/2017,0.7698,0.35%,0.8508,0.35%,6.7065,-0.22%,110.31,-0.40%
09/08/2017,0.769,-0.10%,0.8505,-0.04%,6.6739,-0.49%,110.08,-0.21%
11/08/2017,0.7685,-0.30%,0.846,-0.41%,6.6647,0.26%,109.19,-0.03%
14/08/2017,0.7713,0.36%,0.8489,0.34%,6.6711,0.10%,109.64,0.41%
15/08/2017,0.777,0.74%,0.8521,0.38%,6.6855,0.22%,110.67,0.94%
16/08/2017,0.7756,-0.18%,0.8498,-0.27%,6.6916,0.09%,110.19,-0.43%
17/08/2017,0.7771,0.19%,0.8529,0.36%,6.6755,-0.24%,109.57,-0.56%
18/08/2017,0.7766,-0.06%,0.8502,-0.32%,6.6713,-0.06%,109.19,-0.35%
21/08/2017,0.7751,-0.19%,0.8464,-0.45%,6.6656,-0.09%,108.98,-0.19%
22/08/2017,0.7798,0.61%,0.8502,0.45%,6.6624,-0.05%,109.57,0.54%
23/08/2017,0.7812,0.18%,0.8469,-0.39%,6.6589,-0.05%,109.03,-0.49%
24/08/2017,0.7812,0.00%,0.8476,0.08%,6.662,0.05%,109.56,0.49%
25/08/2017,0.7759,-0.68%,0.8387,-1.05%,6.6497,-0.18%,109.36,-0.18%
29/08/2017,0.774,0.10%,0.8353,0.06%,6.5968,-0.29%,109.75,0.46%
30/08/2017,0.7737,-0.04%,0.8415,0.74%,6.5944,-0.04%,110.23,0.44%
31/08/2017,0.7734,-0.04%,0.8397,-0.21%,6.5899,-0.07%,109.97,-0.24%
01/09/2017,0.7722,-0.16%,0.8433,0.43%,6.5591,-0.47%,110.27,0.27%
05/09/2017,0.7673,-0.78%,0.8394,-0.14%,6.5388,0.12%,108.81,-0.85%
06/09/2017,0.7667,-0.08%,0.8391,-0.04%,6.524,-0.23%,109.23,0.39%
08/09/2017,0.7577,-0.73%,0.8309,-0.10%,6.4817,-0.07%,107.84,-0.56%
11/09/2017,0.7597,0.26%,0.8367,0.70%,6.5297,0.74%,109.41,1.46%
13/09/2017,0.757,0.56%,0.8413,0.67%,6.543,0.12%,110.48,0.28%
14/09/2017,0.7464,-1.40%,0.839,-0.27%,6.556,0.20%,110.23,-0.23%
15/09/2017,0.7357,-1.43%,0.8374,-0.19%,6.5526,-0.05%,110.84,0.55%
18/09/2017,0.7411,0.73%,0.8366,-0.10%,6.5741,0.33%,111.57,0.66%
19/09/2017,0.7402,-0.12%,0.8337,-0.35%,6.5838,0.15%,111.59,0.02%
20/09/2017,0.7411,0.12%,0.8408,0.85%,6.5749,-0.14%,112.22,0.56%
21/09/2017,0.7363,-0.65%,0.8374,-0.40%,6.5899,0.23%,112.47,0.22%
22/09/2017,0.7411,0.65%,0.8369,-0.06%,6.5911,0.02%,111.98,-0.44%
25/09/2017,0.7426,0.20%,0.844,0.85%,6.6212,0.46%,111.73,-0.22%
26/09/2017,0.743,0.05%,0.8479,0.46%,6.6401,0.29%,112.23,0.45%
27/09/2017,0.747,0.54%,0.8515,0.42%,6.6425,0.04%,112.83,0.53%
28/09/2017,0.7439,-0.41%,0.8485,-0.35%,6.664,0.32%,112.34,-0.43%
29/09/2017,0.7464,0.34%,0.8465,-0.24%,6.6534,-0.16%,112.49,0.13%
02/10/2017,0.7531,0.90%,0.8523,0.69%,6.6534,0.00%,112.77,0.25%
03/10/2017,0.7553,0.29%,0.8515,-0.09%,6.6534,0.00%,112.86,0.08%
05/10/2017,0.7622,0.97%,0.8539,0.42%,6.6534,0.00%,112.82,0.06%
10/10/2017,0.7573,-0.47%,0.847,-0.56%,6.5715,-0.82%,112.45,-0.20%
11/10/2017,0.7562,-0.15%,0.8433,-0.44%,6.5902,0.28%,112.5,0.04%
13/10/2017,0.7527,-0.17%,0.8458,0.07%,6.5796,-0.13%,111.86,-0.37%
16/10/2017,0.7547,0.27%,0.8477,0.22%,6.5899,0.16%,112.19,0.30%
17/10/2017,0.7581,0.45%,0.8499,0.26%,6.6235,0.51%,112.2,0.01%
18/10/2017,0.7573,-0.11%,0.8484,-0.18%,6.6274,0.06%,112.94,0.66%
19/10/2017,0.76,0.36%,0.8438,-0.54%,6.6151,-0.19%,112.55,-0.35%
20/10/2017,0.7582,-0.24%,0.8485,0.56%,6.6205,0.08%,113.52,0.86%
23/10/2017,0.7577,-0.07%,0.8511,0.31%,6.64,0.29%,113.44,-0.07%
24/10/2017,0.7613,0.48%,0.8502,-0.11%,6.6358,-0.06%,113.9,0.41%
25/10/2017,0.7539,-0.97%,0.8466,-0.42%,6.639,0.05%,113.75,-0.13%
26/10/2017,0.7599,0.80%,0.8583,1.38%,6.6426,0.05%,113.98,0.20%
27/10/2017,0.7617,0.24%,0.8613,0.35%,6.6514,0.13%,113.69,-0.25%
30/10/2017,0.7571,-0.60%,0.8582,-0.36%,6.6465,-0.07%,113.19,-0.44%
31/10/2017,0.7529,-0.55%,0.8587,0.06%,6.6349,-0.17%,113.64,0.40%
01/11/2017,0.755,0.28%,0.8607,0.23%,6.6029,-0.48%,114.17,0.47%
07/11/2017,0.7595,0.04%,0.8631,0.21%,6.64,0.09%,114.02,0.28%
08/11/2017,0.7624,0.38%,0.8624,-0.08%,6.628,-0.18%,113.88,-0.12%
09/11/2017,0.7607,-0.22%,0.859,-0.39%,6.6403,0.19%,113.47,-0.36%
10/11/2017,0.7581,-0.34%,0.8572,-0.21%,6.6414,0.02%,113.53,0.05%
13/11/2017,0.7624,0.57%,0.8571,-0.01%,6.6405,-0.01%,113.62,0.08%
14/11/2017,0.7596,-0.37%,0.8476,-1.11%,6.6363,-0.06%,113.45,-0.15%
15/11/2017,0.7592,-0.05%,0.8481,0.06%,6.6235,-0.19%,112.88,-0.50%
16/11/2017,0.7579,-0.17%,0.8496,0.18%,6.6307,0.11%,113.06,0.16%
17/11/2017,0.7568,-0.15%,0.8478,-0.21%,6.6267,-0.06%,112.08,-0.87%
20/11/2017,0.7556,-0.16%,0.8524,0.54%,6.635,0.13%,112.62,0.48%
21/11/2017,0.7553,-0.04%,0.8519,-0.06%,6.6296,-0.08%,112.44,-0.16%
22/11/2017,0.7503,-0.66%,0.8458,-0.72%,6.6102,-0.29%,111.22,-1.09%
24/11/2017,0.7498,-0.21%,0.8382,-0.66%,6.6022,0.28%,111.55,0.30%
27/11/2017,0.7509,0.15%,0.8405,0.27%,6.5969,-0.08%,111.09,-0.41%
28/11/2017,0.7497,-0.16%,0.8445,0.48%,6.6076,0.16%,111.48,0.35%
29/11/2017,0.7458,-0.52%,0.844,-0.06%,6.6094,0.03%,111.93,0.40%
30/11/2017,0.7393,-0.87%,0.84,-0.47%,6.6128,0.05%,112.53,0.54%
01/12/2017,0.7422,0.39%,0.8409,0.11%,6.6174,0.07%,112.11,-0.37%
04/12/2017,0.7419,-0.04%,0.8427,0.21%,6.6197,0.03%,112.42,0.28%
05/12/2017,0.7439,0.27%,0.8456,0.34%,6.6191,-0.01%,112.59,0.15%
06/12/2017,0.7467,0.38%,0.8478,0.26%,6.6149,-0.06%,112.3,-0.26%
07/12/2017,0.7421,-0.62%,0.8494,0.19%,6.6193,0.07%,113.08,0.69%
12/12/2017,0.7509,0.16%,0.8517,0.24%,6.6215,0.04%,113.55,-0.01%
13/12/2017,0.7451,-0.77%,0.8456,-0.72%,6.6174,-0.06%,112.55,-0.88%
14/12/2017,0.7446,-0.07%,0.849,0.40%,6.6096,-0.12%,112.39,-0.14%
15/12/2017,0.7507,0.82%,0.8508,0.21%,6.6093,0.00%,112.58,0.17%
18/12/2017,0.7472,-0.47%,0.8488,-0.24%,6.6164,0.11%,112.55,-0.03%
19/12/2017,0.7471,-0.01%,0.8446,-0.49%,6.6047,-0.18%,112.89,0.30%
20/12/2017,0.7477,0.08%,0.8424,-0.26%,6.5785,-0.40%,113.39,0.44%
21/12/2017,0.7471,-0.08%,0.8422,-0.02%,6.5847,0.09%,113.33,-0.05%
22/12/2017,0.7483,0.16%,0.8433,0.13%,6.5774,-0.11%,113.27,-0.05%
27/12/2017,0.7464,-0.17%,0.8411,-0.26%,6.5568,0.18%,113.36,0.11%
28/12/2017,0.7439,-0.33%,0.8374,-0.44%,6.5334,-0.36%,112.89,-0.41%
29/12/2017,0.7399,-0.54%,0.8335,-0.47%,6.5067,-0.41%,112.69,-0.18%
02/01/2018,0.7359,-0.63%,0.8293,-0.41%,6.4933,-0.21%,112.3,-0.32%
03/01/2018,0.7399,0.54%,0.8323,0.36%,6.503,0.15%,112.5,0.18%
05/01/2018,0.7369,-0.14%,0.8313,0.33%,6.4887,-0.07%,113.08,0.29%
08/01/2018,0.737,0.01%,0.8357,0.53%,6.4998,0.17%,113.09,0.01%
10/01/2018,0.7403,0.23%,0.837,-0.08%,6.5081,-0.33%,111.44,-1.08%
11/01/2018,0.7387,-0.22%,0.8311,-0.70%,6.4958,-0.19%,111.25,-0.17%
16/01/2018,0.725,0.00%,0.8156,0.01%,6.444,0.11%,110.45,-0.08%
17/01/2018,0.7232,-0.25%,0.8206,0.61%,6.4343,-0.15%,111.28,0.75%
18/01/2018,0.7198,-0.47%,0.8171,-0.43%,6.4203,-0.22%,111.11,-0.15%
19/01/2018,0.7219,0.29%,0.8182,0.13%,6.404,-0.25%,110.78,-0.30%
22/01/2018,0.7148,-0.98%,0.8155,-0.33%,6.4053,0.02%,110.92,0.13%
23/01/2018,0.7142,-0.08%,0.8131,-0.29%,6.4047,-0.01%,110.31,-0.55%
24/01/2018,0.7021,-1.69%,0.806,-0.87%,6.37,-0.54%,109.22,-0.99%
25/01/2018,0.7071,0.71%,0.8067,0.09%,6.3238,-0.73%,109.41,0.17%
26/01/2018,0.7057,-0.20%,0.8051,-0.20%,6.3201,-0.06%,108.72,-0.63%
29/01/2018,0.7105,0.68%,0.8076,0.31%,6.3375,0.28%,108.95,0.21%
30/01/2018,0.7069,-0.51%,0.8064,-0.15%,6.3239,-0.21%,108.78,-0.16%
31/01/2018,0.7046,-0.33%,0.8051,-0.16%,6.2888,-0.56%,109.19,0.38%
01/02/2018,0.701,-0.51%,0.7994,-0.71%,6.2995,0.17%,109.41,0.20%
02/02/2018,0.7081,1.01%,0.8025,0.39%,6.3014,0.03%,110.11,0.64%
05/02/2018,0.7164,1.17%,0.8085,0.75%,6.29,-0.18%,109.11,-0.91%
07/02/2018,0.7204,0.49%,0.8154,0.93%,6.2694,-0.22%,109.33,-0.21%
08/02/2018,0.7188,-0.22%,0.8165,0.13%,6.327,0.92%,108.75,-0.53%
13/02/2018,0.7198,-0.40%,0.8096,-0.48%,6.341,0.21%,107.83,-0.76%
14/02/2018,0.7144,-0.75%,0.8032,-0.79%,6.3482,0.11%,107.02,-0.75%
15/02/2018,0.7093,-0.71%,0.7996,-0.45%,6.3482,0.00%,106.12,-0.84%
16/02/2018,0.7121,0.39%,0.8061,0.81%,6.3482,0.00%,106.31,0.18%
20/02/2018,0.7145,0.07%,0.8105,0.56%,6.3482,0.00%,107.33,0.68%
21/02/2018,0.7185,0.56%,0.8141,0.44%,6.3482,0.00%,107.78,0.42%
22/02/2018,0.7163,-0.31%,0.811,-0.38%,6.35,0.03%,106.75,-0.96%
23/02/2018,0.7159,-0.06%,0.8135,0.31%,6.3373,-0.20%,106.89,0.13%
26/02/2018,0.7159,0.00%,0.8119,-0.20%,6.316,-0.34%,106.94,0.05%
27/02/2018,0.719,0.43%,0.8175,0.69%,6.317,0.02%,107.33,0.36%
28/02/2018,0.7267,1.07%,0.82,0.31%,6.3311,0.22%,106.67,-0.61%
01/03/2018,0.7259,-0.11%,0.8152,-0.59%,6.3582,0.43%,106.24,-0.40%
05/03/2018,0.722,-0.33%,0.8106,-0.15%,6.3495,0.06%,106.2,0.43%
07/03/2018,0.7194,-0.08%,0.8057,-0.06%,6.3255,0.25%,106.08,-0.04%
08/03/2018,0.724,0.64%,0.8122,0.81%,6.3422,0.26%,106.2,0.11%
12/03/2018,0.7191,-0.42%,0.8107,-0.22%,6.33,-0.04%,106.42,-0.36%
13/03/2018,0.7163,-0.39%,0.8071,-0.44%,6.3216,-0.13%,106.58,0.15%
14/03/2018,0.7163,0.00%,0.8086,0.19%,6.318,-0.06%,106.33,-0.23%
15/03/2018,0.7175,0.17%,0.8127,0.51%,6.3221,0.06%,106.34,0.01%
16/03/2018,0.7174,-0.01%,0.8137,0.12%,6.335,0.20%,106.02,-0.30%
19/03/2018,0.713,-0.61%,0.8107,-0.37%,6.3322,-0.04%,106.09,0.07%
20/03/2018,0.7144,0.20%,0.8168,0.75%,6.334,0.03%,106.53,0.41%
21/03/2018,0.7072,-1.01%,0.8105,-0.77%,6.3232,-0.17%,106.06,-0.44%
22/03/2018,0.7094,0.31%,0.8128,0.28%,6.335,0.19%,105.28,-0.74%
23/03/2018,0.7076,-0.25%,0.8095,-0.41%,6.316,-0.30%,104.74,-0.51%
26/03/2018,0.7028,-0.68%,0.8037,-0.72%,6.2734,-0.67%,105.41,0.64%
27/03/2018,0.7064,0.51%,0.8063,0.32%,6.2831,0.15%,105.34,-0.07%
28/03/2018,0.7104,0.57%,0.8125,0.77%,6.2979,0.24%,106.86,1.44%
29/03/2018,0.7135,0.44%,0.8129,0.05%,6.2898,-0.13%,106.43,-0.40%
04/04/2018,0.7101,-0.17%,0.8145,-0.05%,6.3052,0.24%,106.78,0.16%
05/04/2018,0.7141,0.56%,0.817,0.31%,6.3052,0.00%,107.38,0.56%
06/04/2018,0.7096,-0.63%,0.8142,-0.34%,6.3052,0.00%,106.93,-0.42%
09/04/2018,0.7077,-0.27%,0.8116,-0.32%,6.307,0.03%,106.77,-0.15%
10/04/2018,0.7055,-0.31%,0.8094,-0.27%,6.2832,-0.38%,107.2,0.40%
12/04/2018,0.7028,-0.37%,0.8113,0.33%,6.2915,0.36%,107.33,0.50%
13/04/2018,0.7022,-0.09%,0.8109,-0.05%,6.275,-0.26%,107.34,0.01%
16/04/2018,0.6975,-0.67%,0.8078,-0.38%,6.2765,0.02%,107.11,-0.21%
17/04/2018,0.6999,0.34%,0.8084,0.07%,6.2826,0.10%,107.0,-0.10%
18/04/2018,0.7041,0.60%,0.8082,-0.02%,6.2744,-0.13%,107.23,0.21%
19/04/2018,0.7097,0.80%,0.8099,0.21%,6.2791,0.07%,107.38,0.14%
20/04/2018,0.714,0.61%,0.8138,0.48%,6.2965,0.28%,107.67,0.27%
23/04/2018,0.7173,0.46%,0.819,0.64%,6.3171,0.33%,108.71,0.97%
24/04/2018,0.7155,-0.25%,0.8175,-0.18%,6.3065,-0.17%,108.82,0.10%
25/04/2018,0.7178,0.32%,0.8223,0.59%,6.3266,0.32%,109.42,0.55%
26/04/2018,0.7183,0.07%,0.8263,0.49%,6.3365,0.16%,109.31,-0.10%
27/04/2018,0.7257,1.03%,0.8244,-0.23%,6.3332,-0.05%,109.05,-0.24%
30/04/2018,0.7261,0.06%,0.8279,0.42%,6.3332,0.00%,109.33,0.26%
01/05/2018,0.7346,1.17%,0.8338,0.71%,6.3332,0.00%,109.86,0.48%
02/05/2018,0.7363,0.23%,0.8367,0.35%,6.3624,0.46%,109.84,-0.02%
03/05/2018,0.7366,0.04%,0.8341,-0.31%,6.3537,-0.14%,109.19,-0.59%
04/05/2018,0.7389,0.31%,0.8361,0.24%,6.3627,0.14%,109.12,-0.06%
09/05/2018,0.7382,0.01%,0.8438,0.12%,6.3624,-0.13%,109.75,0.58%
10/05/2018,0.7397,0.20%,0.8393,-0.53%,6.3492,-0.21%,109.39,-0.33%
11/05/2018,0.7383,-0.19%,0.8373,-0.24%,6.3341,-0.24%,109.39,0.00%
14/05/2018,0.7377,-0.08%,0.8385,0.14%,6.3392,0.08%,109.66,0.25%
15/05/2018,0.7403,0.35%,0.8448,0.75%,6.3778,0.61%,110.35,0.63%
16/05/2018,0.7414,0.15%,0.8469,0.25%,6.3715,-0.10%,110.39,0.04%
17/05/2018,0.7399,-0.20%,0.8478,0.11%,6.3671,-0.07%,110.77,0.34%
18/05/2018,0.7422,0.31%,0.8491,0.15%,6.38,0.20%,110.75,-0.02%
21/05/2018,0.7446,0.32%,0.8481,-0.12%,6.3835,0.05%,111.06,0.28%
22/05/2018,0.7443,-0.04%,0.8489,0.09%,6.3675,-0.25%,110.89,-0.15%
23/05/2018,0.7493,0.67%,0.855,0.72%,6.3885,0.33%,110.08,-0.73%
24/05/2018,0.7473,-0.27%,0.8532,-0.21%,6.3783,-0.16%,109.25,-0.75%
25/05/2018,0.7514,0.55%,0.8582,0.59%,6.3918,0.21%,109.39,0.13%
29/05/2018,0.7546,0.47%,0.8666,0.73%,6.4176,0.29%,108.77,-0.59%
30/05/2018,0.7523,-0.30%,0.8575,-1.05%,6.419,0.02%,108.91,0.13%
31/05/2018,0.7519,-0.05%,0.8552,-0.27%,6.4103,-0.14%,108.82,-0.08%
04/06/2018,0.7512,0.28%,0.8548,-0.33%,6.41,-0.16%,109.81,0.24%
06/06/2018,0.7456,-0.11%,0.8494,-0.47%,6.3884,-0.28%,110.17,0.34%
07/06/2018,0.745,-0.08%,0.8476,-0.21%,6.3921,0.06%,109.7,-0.43%
08/06/2018,0.7456,0.08%,0.8498,0.26%,6.4066,0.23%,109.55,-0.14%
11/06/2018,0.7477,0.28%,0.8487,-0.13%,6.4017,-0.08%,110.03,0.44%
12/06/2018,0.7478,0.01%,0.8515,0.33%,6.4028,0.02%,110.38,0.32%
13/06/2018,0.7476,-0.03%,0.8481,-0.40%,6.3984,-0.07%,110.34,-0.04%
14/06/2018,0.754,0.86%,0.8643,1.91%,6.4017,0.05%,110.63,0.26%
15/06/2018,0.7527,-0.17%,0.8614,-0.34%,6.4394,0.59%,110.67,0.04%
18/06/2018,0.755,0.31%,0.8603,-0.13%,6.4394,0.00%,110.55,-0.11%
19/06/2018,0.7587,0.49%,0.8629,0.30%,6.4852,0.71%,110.06,-0.44%
20/06/2018,0.7591,0.05%,0.8641,0.14%,6.4738,-0.18%,110.36,0.27%
21/06/2018,0.7546,-0.59%,0.8619,-0.25%,6.4932,0.30%,110.0,-0.33%
22/06/2018,0.7536,-0.13%,0.8579,-0.46%,6.5059,0.20%,109.97,-0.03%
25/06/2018,0.7532,-0.05%,0.8545,-0.40%,6.54,0.52%,109.78,-0.17%
26/06/2018,0.756,0.37%,0.8586,0.48%,6.5793,0.60%,110.06,0.26%
27/06/2018,0.7627,0.89%,0.8656,0.82%,6.6046,0.38%,110.26,0.18%
28/06/2018,0.7647,0.26%,0.8643,-0.15%,6.6271,0.34%,110.5,0.22%
29/06/2018,0.7571,-0.99%,0.8558,-0.98%,6.621,-0.09%,110.68,0.16%
02/07/2018,0.7609,0.50%,0.8591,0.39%,6.668,0.71%,110.89,0.19%
03/07/2018,0.758,-0.38%,0.8579,-0.14%,6.6425,-0.38%,110.59,-0.27%
06/07/2018,0.7527,-0.44%,0.8512,-0.49%,6.6435,0.10%,110.46,-0.14%
09/07/2018,0.7542,0.20%,0.8509,-0.04%,6.6161,-0.41%,110.85,0.35%
11/07/2018,0.7572,0.53%,0.8567,0.61%,6.6812,0.78%,112.02,0.92%
12/07/2018,0.7572,0.00%,0.8567,0.00%,6.6677,-0.20%,112.56,0.48%
13/07/2018,0.7556,-0.21%,0.8558,-0.11%,6.6917,0.36%,112.38,-0.16%
16/07/2018,0.7556,0.00%,0.8539,-0.22%,6.6911,-0.01%,112.3,-0.07%
17/07/2018,0.7625,0.91%,0.8576,0.43%,6.7065,0.23%,112.87,0.51%
18/07/2018,0.765,0.33%,0.8592,0.19%,6.7196,0.20%,112.86,-0.01%
19/07/2018,0.7684,0.44%,0.8589,-0.03%,6.7751,0.83%,112.47,-0.35%
20/07/2018,0.7614,-0.91%,0.8532,-0.66%,6.7709,-0.06%,111.41,-0.94%
23/07/2018,0.7632,0.24%,0.8552,0.23%,6.7929,0.32%,111.34,-0.06%
24/07/2018,0.7608,-0.31%,0.8558,0.07%,6.7914,-0.02%,111.2,-0.13%
25/07/2018,0.7582,-0.34%,0.8527,-0.36%,6.7697,-0.32%,110.97,-0.21%
26/07/2018,0.7629,0.62%,0.8589,0.73%,6.7927,0.34%,111.22,0.23%
27/07/2018,0.7627,-0.03%,0.8579,-0.12%,6.8137,0.31%,111.05,-0.15%
30/07/2018,0.7615,-0.16%,0.8542,-0.43%,6.815,0.02%,111.07,0.02%
31/07/2018,0.7619,0.05%,0.8554,0.14%,6.8127,-0.03%,111.88,0.73%
01/08/2018,0.7619,0.00%,0.8577,0.27%,6.8227,0.15%,111.72,-0.14%
02/08/2018,0.7681,0.81%,0.8632,0.64%,6.8428,0.29%,111.66,-0.05%
03/08/2018,0.7688,0.09%,0.8645,0.15%,6.8332,-0.14%,111.27,-0.35%
06/08/2018,0.7725,0.48%,0.8656,0.13%,6.8535,0.30%,111.41,0.13%
08/08/2018,0.7763,0.44%,0.8612,-0.10%,6.8357,0.06%,110.98,-0.37%
13/08/2018,0.7832,0.00%,0.8765,0.02%,6.8912,0.64%,110.73,-0.19%
14/08/2018,0.7859,0.34%,0.8815,0.57%,6.8842,-0.10%,111.16,0.39%
15/08/2018,0.7875,0.20%,0.8814,-0.01%,6.9347,0.73%,110.75,-0.37%
16/08/2018,0.7862,-0.17%,0.879,-0.27%,6.8825,-0.75%,110.89,0.13%
17/08/2018,0.7842,-0.25%,0.8743,-0.53%,6.8775,-0.07%,110.5,-0.35%
20/08/2018,0.7814,-0.36%,0.871,-0.38%,6.8577,-0.29%,110.07,-0.39%
21/08/2018,0.7751,-0.81%,0.8642,-0.78%,6.8472,-0.15%,110.31,0.22%
22/08/2018,0.7745,-0.08%,0.8623,-0.22%,6.8417,-0.08%,110.56,0.23%
23/08/2018,0.7802,0.74%,0.8666,0.50%,6.8777,0.53%,111.3,0.67%
24/08/2018,0.778,-0.28%,0.8605,-0.70%,6.807,-1.03%,111.23,-0.06%
28/08/2018,0.7765,0.12%,0.855,-0.15%,6.803,-0.18%,111.19,0.10%
29/08/2018,0.7677,-1.13%,0.8541,-0.11%,6.8213,0.27%,111.67,0.43%
30/08/2018,0.7685,0.10%,0.8569,0.33%,6.8445,0.34%,110.98,-0.62%
31/08/2018,0.7713,0.36%,0.8619,0.58%,6.8315,-0.19%,111.04,0.05%
04/09/2018,0.7779,0.13%,0.8634,0.36%,6.8442,0.31%,111.45,0.33%
05/09/2018,0.7749,-0.39%,0.8599,-0.41%,6.8305,-0.20%,111.53,0.07%
07/09/2018,0.7739,0.09%,0.8656,0.59%,6.8438,0.12%,111.08,0.30%
