date,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %
21/01/2020,0.7662,-0.30%,0.902,0.09%,6.9049,0.56%,109.86,-0.29%
22/01/2020,0.7608,-0.70%,0.9013,-0.08%,6.904,-0.01%,109.83,-0.03%
23/01/2020,0.7619,0.14%,0.9045,0.36%,6.9364,0.47%,109.48,-0.32%
24/01/2020,0.7646,0.35%,0.9069,0.27%,6.9367,0.00%,109.27,-0.19%
27/01/2020,0.7659,0.17%,0.9074,0.06%,6.9367,0.00%,108.89,-0.35%
28/01/2020,0.7675,0.21%,0.9071,-0.03%,6.9367,0.00%,109.13,0.22%
29/01/2020,0.7679,0.05%,0.908,0.10%,6.9367,0.00%,108.99,-0.13%
30/01/2020,0.7635,-0.57%,0.9063,-0.19%,6.9367,0.00%,108.95,-0.04%
31/01/2020,0.7574,-0.80%,0.9013,-0.55%,6.9367,0.00%,108.38,-0.52%
03/02/2020,0.7694,1.58%,0.904,0.30%,7.0208,1.21%,108.67,0.27%
04/02/2020,0.7673,-0.27%,0.9054,0.15%,6.9979,-0.33%,109.51,0.77%
06/02/2020,0.7733,0.56%,0.9107,0.19%,6.9694,-0.04%,109.99,0.17%
10/02/2020,0.7742,-0.18%,0.9164,0.32%,6.982,-0.26%,109.74,0.02%
11/02/2020,0.7719,-0.30%,0.9159,-0.05%,6.965,-0.24%,109.77,0.03%
12/02/2020,0.7715,-0.05%,0.9195,0.39%,6.9708,0.08%,110.08,0.28%
13/02/2020,0.7664,-0.66%,0.9223,0.30%,6.9759,0.07%,109.81,-0.25%
14/02/2020,0.7663,-0.01%,0.923,0.08%,6.9859,0.14%,109.74,-0.06%
18/02/2020,0.7692,0.08%,0.9265,0.40%,6.9949,0.20%,109.86,-0.02%
19/02/2020,0.7738,0.60%,0.9252,-0.14%,6.9975,0.04%,111.35,1.36%
20/02/2020,0.7762,0.31%,0.9271,0.21%,7.0225,0.36%,112.11,0.68%
21/02/2020,0.7708,-0.70%,0.9219,-0.56%,7.0255,0.04%,111.57,-0.48%
24/02/2020,0.7732,0.31%,0.9211,-0.09%,7.0286,0.04%,110.71,-0.77%
25/02/2020,0.7688,-0.57%,0.9189,-0.24%,7.0128,-0.22%,110.18,-0.48%
26/02/2020,0.7748,0.78%,0.9189,0.00%,7.0214,0.12%,110.42,0.22%
27/02/2020,0.776,0.15%,0.9089,-1.09%,7.0036,-0.25%,109.58,-0.76%
28/02/2020,0.7799,0.50%,0.9068,-0.23%,6.9906,-0.19%,108.07,-1.38%
02/03/2020,0.784,0.53%,0.898,-0.97%,6.9595,-0.44%,108.3,0.21%
03/03/2020,0.7804,-0.46%,0.8949,-0.35%,6.9579,-0.02%,107.12,-1.09%
04/03/2020,0.7768,-0.46%,0.8978,0.32%,6.9244,-0.48%,107.52,0.37%
06/03/2020,0.7662,-0.64%,0.886,-0.39%,6.9298,-0.10%,105.3,-0.81%
09/03/2020,0.7613,-0.64%,0.8733,-1.43%,6.9448,0.22%,102.34,-2.81%
11/03/2020,0.7797,0.66%,0.8872,0.09%,6.9599,0.07%,104.53,-1.04%
12/03/2020,0.7952,1.99%,0.8939,0.76%,7.0282,0.98%,104.63,0.10%
13/03/2020,0.8143,2.40%,0.9003,0.72%,7.0036,-0.35%,107.91,3.13%
16/03/2020,0.815,0.09%,0.8941,-0.69%,6.9913,-0.18%,105.85,-1.91%
17/03/2020,0.8296,1.79%,0.9093,1.70%,7.0058,0.21%,107.67,1.72%
18/03/2020,0.861,3.78%,0.916,0.74%,7.0459,0.57%,108.06,0.36%
19/03/2020,0.8704,1.09%,0.9351,2.09%,7.1058,0.85%,110.69,2.43%
20/03/2020,0.8588,-1.33%,0.9349,-0.02%,7.095,-0.15%,110.8,0.10%
23/03/2020,0.8657,0.80%,0.9324,-0.27%,7.09,-0.07%,111.2,0.36%
24/03/2020,0.8503,-1.78%,0.9267,-0.61%,7.061,-0.41%,111.21,0.01%
25/03/2020,0.8415,-1.03%,0.9188,-0.85%,7.1099,0.69%,111.19,-0.02%
26/03/2020,0.8193,-2.64%,0.9065,-1.34%,7.0709,-0.55%,109.58,-1.45%
27/03/2020,0.8026,-2.04%,0.8973,-1.01%,7.0942,0.33%,107.89,-1.54%
30/03/2020,0.8052,0.32%,0.905,0.86%,7.0986,0.06%,107.81,-0.07%
31/03/2020,0.8051,-0.01%,0.9064,0.15%,7.0808,-0.25%,107.53,-0.26%
02/04/2020,0.8067,-0.14%,0.9208,0.98%,7.082,-0.24%,107.9,0.70%
03/04/2020,0.8154,1.08%,0.9251,0.47%,7.0908,0.12%,108.45,0.51%
06/04/2020,0.8175,0.26%,0.9264,0.14%,7.0927,0.03%,109.2,0.69%
08/04/2020,0.8072,-0.44%,0.9208,0.31%,7.062,0.27%,108.81,0.10%
09/04/2020,0.8026,-0.57%,0.9148,-0.65%,7.0428,-0.27%,108.46,-0.32%
14/04/2020,0.792,-0.88%,0.9105,-0.61%,7.045,-0.07%,107.2,-0.52%
15/04/2020,0.7988,0.86%,0.9165,0.66%,7.0664,0.30%,107.47,0.25%
16/04/2020,0.8026,0.48%,0.9226,0.67%,7.0778,0.16%,107.94,0.44%
17/04/2020,0.7998,-0.35%,0.9195,-0.34%,7.0711,-0.09%,107.51,-0.40%
20/04/2020,0.8039,0.51%,0.9205,0.11%,7.0721,0.01%,107.61,0.09%
21/04/2020,0.8133,1.17%,0.9208,0.03%,7.0914,0.27%,107.76,0.14%
22/04/2020,0.8106,-0.33%,0.9239,0.34%,7.0831,-0.12%,107.72,-0.04%
23/04/2020,0.8091,-0.19%,0.9276,0.40%,7.0654,-0.25%,107.58,-0.13%
24/04/2020,0.8083,-0.10%,0.9239,-0.40%,7.0813,0.23%,107.5,-0.07%
27/04/2020,0.8044,-0.48%,0.9232,-0.08%,7.0815,0.00%,107.22,-0.26%
28/04/2020,0.8046,0.02%,0.924,0.09%,7.0776,-0.06%,106.86,-0.34%
29/04/2020,0.8019,-0.34%,0.9194,-0.50%,7.0755,-0.03%,106.7,-0.15%
30/04/2020,0.7939,-1.00%,0.9125,-0.75%,7.06,-0.22%,107.17,0.44%
05/05/2020,0.8041,0.07%,0.9227,0.67%,7.0622,0.00%,106.58,-0.14%
06/05/2020,0.81,0.73%,0.9263,0.39%,7.1031,0.58%,106.14,-0.41%
11/05/2020,0.8103,0.57%,0.9251,0.29%,7.0972,0.34%,107.66,0.95%
13/05/2020,0.8175,0.25%,0.9243,0.28%,7.0911,0.13%,107.02,-0.10%
14/05/2020,0.8177,0.02%,0.9254,0.12%,7.0935,0.03%,107.24,0.21%
15/05/2020,0.8259,1.00%,0.9245,-0.10%,7.1013,0.11%,107.02,-0.21%
18/05/2020,0.8199,-0.73%,0.9163,-0.89%,7.1086,0.10%,107.33,0.29%
19/05/2020,0.816,-0.48%,0.9153,-0.11%,7.098,-0.15%,107.68,0.33%
20/05/2020,0.8169,0.11%,0.9107,-0.50%,7.0928,-0.07%,107.51,-0.16%
21/05/2020,0.8179,0.12%,0.9131,0.26%,7.1138,0.30%,107.61,0.09%
22/05/2020,0.8213,0.42%,0.9172,0.45%,7.1269,0.18%,107.61,0.00%
26/05/2020,0.8107,-1.12%,0.9105,-0.74%,7.134,-0.03%,107.52,-0.16%
27/05/2020,0.8161,0.67%,0.9085,-0.22%,7.1681,0.48%,107.71,0.18%
28/05/2020,0.8116,-0.55%,0.9026,-0.65%,7.1447,-0.33%,107.63,-0.07%
29/05/2020,0.8098,-0.22%,0.9009,-0.19%,7.1348,-0.14%,107.77,0.13%
01/06/2020,0.8003,-1.17%,0.898,-0.32%,7.1242,-0.15%,107.58,-0.18%
02/06/2020,0.7967,-0.45%,0.895,-0.33%,7.0992,-0.35%,108.66,1.00%
03/06/2020,0.7951,-0.20%,0.89,-0.56%,7.1115,0.17%,108.89,0.21%
04/06/2020,0.7938,-0.16%,0.8818,-0.92%,7.1075,-0.06%,109.13,0.22%
05/06/2020,0.7895,-0.54%,0.8859,0.46%,7.0808,-0.38%,109.58,0.41%
08/06/2020,0.7859,-0.46%,0.8853,-0.07%,7.07,-0.15%,108.42,-1.06%
10/06/2020,0.7844,-0.14%,0.8793,-0.28%,7.0599,-0.23%,107.09,-0.58%
11/06/2020,0.7933,1.13%,0.8849,0.64%,7.064,0.06%,106.85,-0.22%
15/06/2020,0.7933,-0.50%,0.883,-0.60%,7.0887,0.12%,107.31,-0.03%
16/06/2020,0.7949,0.20%,0.8876,0.52%,7.0854,-0.05%,107.32,0.01%
17/06/2020,0.7962,0.16%,0.8892,0.18%,7.084,-0.02%,107.0,-0.30%
18/06/2020,0.8047,1.07%,0.8925,0.37%,7.0869,0.04%,106.96,-0.04%
19/06/2020,0.8091,0.55%,0.8945,0.22%,7.0707,-0.23%,106.87,-0.08%
22/06/2020,0.8022,-0.85%,0.8879,-0.74%,7.0678,-0.04%,106.87,0.00%
23/06/2020,0.7986,-0.45%,0.8842,-0.42%,7.0575,-0.15%,106.51,-0.34%
24/06/2020,0.805,0.80%,0.8887,0.51%,7.077,0.28%,107.02,0.48%
25/06/2020,0.8051,0.01%,0.8913,0.29%,7.0782,0.02%,107.19,0.16%
26/06/2020,0.8106,0.68%,0.8912,-0.01%,7.0782,0.00%,107.21,0.02%
29/06/2020,0.8129,0.28%,0.8894,-0.20%,7.0794,0.02%,107.56,0.33%
30/06/2020,0.8063,-0.81%,0.8901,0.08%,7.0651,-0.20%,107.92,0.33%
01/07/2020,0.8014,-0.61%,0.8886,-0.17%,7.0703,0.07%,107.46,-0.43%
02/07/2020,0.802,0.07%,0.8897,0.12%,7.066,-0.06%,107.48,0.02%
07/07/2020,0.7972,-0.40%,0.887,0.32%,7.0127,-0.05%,107.51,0.15%
08/07/2020,0.7928,-0.55%,0.8825,-0.51%,7.0041,-0.12%,107.25,-0.24%
10/07/2020,0.7921,-0.14%,0.8848,-0.15%,6.999,0.10%,106.89,-0.28%
13/07/2020,0.7962,0.52%,0.8814,-0.38%,6.9959,-0.04%,107.26,0.35%
14/07/2020,0.7965,0.04%,0.8772,-0.48%,7.006,0.14%,107.23,-0.03%
15/07/2020,0.7947,-0.23%,0.8762,-0.11%,6.9885,-0.25%,106.92,-0.29%
16/07/2020,0.7967,0.25%,0.8783,0.24%,6.9881,-0.01%,107.26,0.32%
17/07/2020,0.7955,-0.15%,0.8749,-0.39%,6.9912,0.04%,106.99,-0.25%
20/07/2020,0.7896,-0.74%,0.8735,-0.16%,6.9829,-0.12%,107.24,0.23%
